;;;;;;;;;;;;;;;;;;;;;;;TR Cartera;;farmacia;Carn Matilde;Hisenda 50 2;Devoluci¢ Hisenda;Ajunt. Arb£cies;Seguretat Social;;Pago ElCorteInglÇs;;;FeuVert;;Perruqueria;;SelfPrinting;Primark;Aldi;Action Girona;FeuVert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Moviments Despeses / Ingressos;;;;;;;;;;;;;T.Moneder;0;;;;;;;;restaurant;Carn. Arimany;IngrÇs Client;Xarrup Sou;Oncolliga;Ocaso;;Accions S&P500;;;IKEA mobles;;IngrÇs Casa;;Prolab;Sports Arb£cies;Novavenda;Aliexpress;IKEA mobles;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;BBVA;-2157;;;; ;;;;neteja;Carrefour;Pensi¢ no contributiva;Ingres Extra;PJ Isabel;Agents Comercials;;Accions NVIDIA;;;Back Market;;Retirada casa;;Pixarprinting;Woman Secret;Action Girona;El Corte InglÇs;Back Market;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ID_mov;Banc;FormaPago;Data;mes;any;import ingrÇs;Import cÖrrec;grup;Idcategoria;Idconcepte;Comentari;Columna1;;;La Caixa;102,28;;;;;;;;personal;Dia;Paga Extra Jordi;Cobro Banc;Lloguer Parking;;;TR Cashback;;;LIDL;;Transport;;Moldiber;Primark;IKEA menjar;Compra mïbil;LIDL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;475;BBVA;Compte;03/11/2021;noviembre;2021;;10,00 ?;CÖrrec;asseguranáa;Agents Comercials;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;476;BBVA;Däbit;03/11/2021;noviembre;2021;;40,00 ?;CÖrrec;gasolina;GasolinaAreaGuissona;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;477;BBVA;Däbit;03/11/2021;noviembre;2021;;6,23 ?;CÖrrec;menjar;Fruiteria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;478;BBVA;Compte;04/11/2021;noviembre;2021;;27,82 ?;CÖrrec;asseguranáa;BBVA Asseg. Casa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;479;BBVA;Compte;04/11/2021;noviembre;2021;;31,82 ?;CÖrrec;despesa_general;Masmïvil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;480;BBVA;Compte;04/11/2021;noviembre;2021;;11,85 ?;CÖrrec;asseguranáa;DP Morts Enric;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;481;BBVA;Compte;04/11/2021;noviembre;2021;;22,50 ?;CÖrrec;asseguranáa;DP MP Mireia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;482;BBVA;Compte;04/11/2021;noviembre;2021;;19,20 ?;CÖrrec;asseguranáa;DP Especialistes Mireia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;483;BBVA;Compte;05/11/2021;noviembre;2021;200,00 ?;;op_banc;op_banc;TraspÖs comptes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;484;BBVA;Compte;05/11/2021;noviembre;2021;;204,25 ?;op_banc;op_banc;Pago VISA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;485;BBVA;Compte;08/11/2021;noviembre;2021;451,92 ?;;IngrÇs;ingres_general;Abonament Ajuda Isabel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;486;BBVA;Compte;08/11/2021;noviembre;2021;451,92 ?;;IngrÇs;ingres_general;Abonament Ajuda Enric;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;487;BBVA;Däbit;08/11/2021;noviembre;2021;;9,52 ?;CÖrrec;menjar;Dia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;488;BBVA;Compte;10/11/2021;noviembre;2021;;299,48 ?;CÖrrec;proveidor;Trama;Calendaris Pepe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;489;BBVA;Compte;10/11/2021;noviembre;2021;;54,46 ?;CÖrrec;despesa_general;Aigua;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;490;BBVA;Däbit;10/11/2021;noviembre;2021;;7,06 ?;CÖrrec;menjar;Dia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;491;BBVA;Däbit;10/11/2021;noviembre;2021;;5,22 ?;CÖrrec;menjar;Dia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;492;LaCaixa;Compte;10/11/2021;noviembre;2021;;47,27 ?;CÖrrec;despesa_general;Ajunt. Arb£cies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;493;Efectiu;;10/11/2021;noviembre;2021;500,00 ?;;IngrÇs;ingres_extra;Feina Horeca;Calendaris Pepe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;494;BBVA;Compte;11/11/2021;noviembre;2021;20,00 ?;;IngrÇs;ingres_extra;Feina Foto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;495;Efectiu;;11/11/2021;noviembre;2021;20,00 ?;;IngrÇs;ingres_extra;Feina Foto;Carme Elias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;496;BBVA;Däbit;15/11/2021;noviembre;2021;;16,08 ?;CÖrrec;menjar;AreaGuissona;Carme Elias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;497;BBVA;Däbit;15/11/2021;noviembre;2021;;12,86 ?;CÖrrec;menjar;Dia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;498;BBVA;Däbit;15/11/2021;noviembre;2021;;23,28 ?;CÖrrec;menjar;Carrefour;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;499;BBVA;Däbit;15/11/2021;noviembre;2021;;1,66 ?;CÖrrec;farmacia;FarmÖcia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;500;Efectiu;;15/11/2021;noviembre;2021;12,50 ?;;IngrÇs;ingres_extra;Feina Foto;Olga Coris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;501;BBVA;Compte;16/11/2021;noviembre;2021;;30,00 ?;CÖrrec;despesa_general;Gestoria BBVA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;502;BBVA;Compte;18/11/2021;noviembre;2021;; ;op_banc;op_banc;Reintegre Caixer;Cotxe Mireia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;503;LaCaixa;Compte;18/11/2021;noviembre;2021;;800,00 ?;op_banc;op_banc;TraspÖs comptes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;504;BBVA;Compte;19/11/2021;noviembre;2021;;31,75 ?;CÖrrec;despesa_general;Lowi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;505;BBVA;Compte;22/11/2021;noviembre;2021;;80,00 ?;CÖrrec;varis;Bizum;Mireia Loteria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;506;BBVA;Däbit;22/11/2021;noviembre;2021;;12,17 ?;CÖrrec;menjar;Dia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;507;BBVA;Däbit;22/11/2021;noviembre;2021;;18,88 ?;CÖrrec;menjar;AreaGuissona;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;508;BBVA;Däbit;23/11/2021;noviembre;2021;;40,00 ?;CÖrrec;gasolina;GasolinaAreaGuissona;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;509;BBVA;Däbit;23/11/2021;noviembre;2021;;7,70 ?;CÖrrec;menjar;Dia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;510;LaCaixa;Compte;24/11/2021;noviembre;2021;805,60 ?;;IngrÇs;ingres_general;Pensi¢ no contributiva;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;511;LaCaixa;Compte;24/11/2021;noviembre;2021;;;IngrÇs;ingres_general;Paga Extra Jordi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;512;LaCaixa;Compte;24/11/2021;noviembre;2021;;;IngrÇs;ingres_general;Pensi¢ no contributiva;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;513;BBVA;Däbit;25/11/2021;noviembre;2021;;13,01 ?;CÖrrec;menjar;Dia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;514;LaCaixa;Compte;25/11/2021;noviembre;2021;164,48 ?;;IngrÇs;ingres_general;Complement Generalitat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;515;LaCaixa;Compte;25/11/2021;noviembre;2021;;;IngrÇs;ingres_general;Pensi¢ no contributiva;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;516;BBVA;Compte;26/11/2021;noviembre;2021;50,00 ?;;IngrÇs;ingres_general;Hisenda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;517;BBVA;Compte;26/11/2021;noviembre;2021;50,00 ?;;IngrÇs;ingres_general;Hisenda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;518;BBVA;Compte;26/11/2021;noviembre;2021;100,00 ?;;IngrÇs;ingres_general;Hisenda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;519;BBVA;Däbit;26/11/2021;noviembre;2021;;8,13 ?;CÖrrec;manteniment;LeroyMerlin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;520;BBVA;Däbit;26/11/2021;noviembre;2021;;62,03 ?;CÖrrec;menjar;Carrefour;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;521;BBVA;Däbit;29/11/2021;noviembre;2021;;8,07 ?;CÖrrec;menjar;AreaGuissona;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;522;BBVA;Däbit;29/11/2021;noviembre;2021;;8,78 ?;CÖrrec;manteniment;LeroyMerlin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;523;BBVA;Däbit;29/11/2021;noviembre;2021;;40,86 ?;CÖrrec;menjar;Altres menjar;Hipercor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;524;BBVA;Däbit;29/11/2021;noviembre;2021;;61,08 ?;CÖrrec;menjar;LIDL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;525;BBVA;Compte;29/11/2021;noviembre;2021;;;op_banc;op_banc;TraspÖs comptes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;526;LaCaixa;Compte;29/11/2021;noviembre;2021;;800,00 ?;op_banc;op_banc;TraspÖs comptes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;527;BBVA;Compte;30/11/2021;noviembre;2021;;199,31 ?;CÖrrec;despesa_general;Prästec cotxe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;528;BBVA;Compte;30/11/2021;noviembre;2021;750,00 ?;;op_banc;op_banc;TraspÖs comptes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;529;BBVA;Compte;30/11/2021;noviembre;2021;;28,22 ?;CÖrrec;despesa_general;Endesa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;530;BBVA;Compte;30/11/2021;noviembre;2021;;472,91 ?;CÖrrec;despesa_general;Hipoteca;;;;;;;;;;;;;;;;;Etiquetes de columna;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;531;BBVA;Compte;01/12/2021;diciembre;2021;;21,02 ?;CÖrrec;asseguranáa;Ocaso;;;;;;;;;;;;;;;;;Suma de Import cÖrrec;;;;;;;;;;;;;;;;;;;;Suma de import ingrÇs;;;;;;;;;;;;;;;;;;;;Total Suma de Import cÖrrec;Total Suma de import ingrÇs;;;;;
;532;BBVA;Compte;01/12/2021;diciembre;2021;;100,00 ?;CÖrrec;despesa_general;Targeta IKEA;;;;;;;;;;;;;;;;Etiquetes de fila;asseguranáa;buta;despesa_general;farmacia;gasolina;ingres_extra;ingres_general;menjar;op_banc;personal;proveidor;restaurant;roba;varis;rebost;pagat;cobrat;Parallar;neteja;manteniment;asseguranáa;buta;despesa_general;farmacia;gasolina;ingres_extra;ingres_general;menjar;op_banc;personal;proveidor;restaurant;roba;varis;rebost;pagat;cobrat;Parallar;neteja;manteniment;;;;;;;
;533;BBVA;Compte;01/12/2021;diciembre;2021;51,90 ?;;IngrÇs;ingres_general;Cartera DP Gran;;;;;;;;;;;;;;;;2021;971,99;;7693,11;108,14;450;0;22,4;1837,36;8243,66;;589,53;573,6;214,64;1499,6;;3881,45;3670,16;14,5;39,49;141,79;;;;;;5072,09;11228,87;20,37;4370;;;;;120;;10361,78;7211,21;;;;29951,42;38384,32;;;;;
;534;BBVA;Compte;01/12/2021;diciembre;2021;;10,00 ?;CÖrrec;asseguranáa;Agents Comercials;;;;;;;;;;;;;;;;marzo;111,81;;1771,97;5,69;;;11,2;142,24;820,15;;;;;;;;;;14,67;;;;;;;;1526,99;;500;;;;;;;;52,79;;;;2877,73;2079,78;;;;;
;535;BBVA;Compte;02/12/2021;diciembre;2021;12,71 ?;;IngrÇs;ingres_general;Cartera DP Petit;;;;;;;;;;;;;;;;BBVA;111,81;;1724,69;5,69;;;11,2;142,24;370,15;;;;;;;;;;14,67;;;;;;;;959,71;;500;;;;;;;;52,79;;;;2380,45;1512,5;;;;;
;536;BBVA;Compte;03/12/2021;diciembre;2021;;238,14 ?;op_banc;op_banc;Pago VISA;;;;;;;;;;;;;;;;LaCaixa;;;47,28;;;;;;450;;;;;;;;;;;;;;;;;;567,28;;;;;;;;;;;;;;497,28;567,28;;;;;
;537;BBVA;Compte;03/12/2021;diciembre;2021;;22,50 ?;CÖrrec;asseguranáa;DP MP Mireia;;;;;;;;;;;;;;;;abril;113,09;;914,74;41,86;;;11,2;302,85;1054,82;;239,86;;;59,38;;;;;;;;;;;;636,78;1895,25;;1020;;;;;;;;;;;;2737,8;3552,03;;;;;
;538;BBVA;Compte;03/12/2021;diciembre;2021;;19,20 ?;CÖrrec;asseguranáa;DP Especialistes Mireia;;;;;;;;;;;;;;;;BBVA;113,09;;867,46;41,86;;;11,2;302,85;414,82;;239,86;;;59,38;;;;;;;;;;;;66,78;1234,01;;1020;;;;;;;;;;;;2050,52;2320,79;;;;;
;539;BBVA;Compte;03/12/2021;diciembre;2021;100,00 ?;;op_banc;op_banc;TraspÖs comptes;;;;;;;;;;;;;;;;Efectiu;;;;;;;;;;;;;;;;;;;;;;;;;;570;;;;;;;;;;;;;;;;570;;;;;
;540;BBVA;Compte;03/12/2021;diciembre;2021;;;op_banc;op_banc;TraspÖs comptes;;;;;;;;;;;;;;;;LaCaixa;;;47,28;;;;;;640;;;;;;;;;;;;;;;;;;661,24;;;;;;;;;;;;;;687,28;661,24;;;;;
;541;LaCaixa;Compte;03/12/2021;diciembre;2021;;100,00 ?;op_banc;op_banc;TraspÖs comptes;;;;;;;;;;;;;;;;mayo;205,71;;153,2;;;;;43,57;840,24;;;;;;;;1409,89;;;;;;;;;;164,48;6,99;600;;;;;;;;1827,74;;;;2652,61;2599,21;;;;;
;542;LaCaixa;Compte;06/12/2021;diciembre;2021;;47,26 ?;CÖrrec;despesa_general;Ajunt. Arb£cies;;;;;;;;;;;;;;;;BBVA;205,71;;153,2;;;;;43,57;240,24;;;;;;;;1362,61;;;;;;;;;;;6,99;600;;;;;;;;1284,94;;;;2005,33;1891,93;;;;;
;543;Efectiu;;06/12/2021;diciembre;2021;38,00 ?;;IngrÇs;ingres_extra;Feina Foto;Paqui Moreno;;;;;;;;;;;;;;;Efectiu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;140;;;;;140;;;;;
;544;BBVA;Compte;07/12/2021;diciembre;2021;;11,85 ?;CÖrrec;asseguranáa;DP Morts Enric;;;;;;;;;;;;;;;;LaCaixa;;;;;;;;;600;;;;;;;;47,28;;;;;;;;;;164,48;;;;;;;;;;402,8;;;;647,28;567,28;;;;;
;545;BBVA;Compte;07/12/2021;diciembre;2021;;28,00 ?;CÖrrec;despesa_general;Piscina;;;;;;;;;;;;;;;;junio;50,3;;69,86;;;;;;240,97;;;;;36,43;;472,91;1672,42;;;;;;;;;;50;;;;;;;;;;4346,84;;;;2542,89;4396,84;;;;;
;546;BBVA;Compte;07/12/2021;diciembre;2021;;34,20 ?;CÖrrec;asseguranáa;BBVA Asseg. Casa;;;;;;;;;;;;;;;;BBVA;50,3;;22,58;;;;;;240,97;;;;;36,43;;472,91;1072,42;;;;;;;;;;50;;;;;;;;;;1965,76;;;;1895,61;2015,76;;;;;
;547;BBVA;Compte;07/12/2021;diciembre;2021;451,92 ?;;IngrÇs;ingres_general;Abonament Ajuda Isabel;;;;;;;;;;;;;;;;Efectiu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1411;;;;;1411;;;;;
;548;BBVA;Compte;07/12/2021;diciembre;2021;451,92 ?;;IngrÇs;ingres_general;Abonament Ajuda Enric;;;;;;;;;;;;;;;;LaCaixa;;;47,28;;;;;;;;;;;;;;600;;;;;;;;;;;;;;;;;;;;970,08;;;;647,28;970,08;;;;;
;549;BBVA;Däbit;09/12/2021;diciembre;2021;;180,00 ?;op_banc;op_banc;Reintegre Caixer;;;;;;;;;;;;;;;;julio;22,5;;;;;;;;110,5;;;;;;;1963,95;587,85;14,5;;;;;;;;;;;;;;;;;;1657,64;983,84;;;;2699,3;2641,48;;;;;
;550;BBVA;Däbit;13/12/2021;diciembre;2021;;50,00 ?;op_banc;op_banc;Reintegre Caixer;;;;;;;;;;;;;;;;BBVA;22,5;;;;;;;;60,5;;;;;;;1263,95;440,57;14,5;;;;;;;;;;;;;;;;;;1090,36;983,84;;;;1802,02;2074,2;;;;;
;551;BBVA;Däbit;13/12/2021;diciembre;2021;;14,78 ?;CÖrrec;menjar;Dia;;;;;;;;;;;;;;;;LaCaixa;;;;;;;;;50;;;;;;;700;147,28;;;;;;;;;;;;;;;;;;;567,28;;;;;897,28;567,28;;;;;
;552;BBVA;Däbit;13/12/2021;diciembre;2021;;6,41 ?;CÖrrec;menjar;Dia;;;;;;;;;;;;;;;;agosto;9,84;;925,41;24,44;40;0;;170,56;50;;;72,45;;704;;1444,59;;;;;;;;;;245;329,95;;;;;;;;;8704,14;;;;;3441,29;9279,09;;;;;
;553;BBVA;Däbit;14/12/2021;diciembre;2021;14,00 ?;;IngrÇs;ingres_extra;Feina Foto;Yolanda Bonilla;;;;;;;;;;;;;;;BBVA;9,84;;878,13;24,44;40;0;;170,56;50;;;72,45;;704;;1444,59;;;;;;;;;;;165,47;;;;;;;;;8033,84;;;;;3394,01;8199,31;;;;;
;554;BBVA;Däbit;14/12/2021;diciembre;2021;;20,00 ?;op_banc;op_banc;Reintegre Caixer;;;;;;;;;;;;;;;;Efectiu;;;;;;;;;;;;;;;;;;;;;;;;;;245;;;;;;;;;;267,5;;;;;;512,5;;;;;
;555;BBVA;Compte;15/12/2021;diciembre;2021;;30,00 ?;CÖrrec;despesa_general;Gestoria BBVA;;;;;;;;;;;;;;;;LaCaixa;;;47,28;;;;;;;;;;;;;;;;;;;;;;;;164,48;;;;;;;;;402,8;;;;;47,28;567,28;;;;;
;556;BBVA;Däbit;15/12/2021;diciembre;2021;;20,00 ?;op_banc;op_banc;Reintegre Caixer;;;;;;;;;;;;;;;;septiembre;115,21;;945,78;;160;;;254,66;967,76;;46,5;120,1;;111,95;;;;;24,82;82,29;;;;;;876,7;1636,59;;;;;;;;;;;;;;2829,07;2513,29;;;;;
;557;BBVA;Däbit;16/12/2021;diciembre;2021;14,00 ?;;IngrÇs;ingres_extra;Feina Foto;Natalia Bonilla;;;;;;;;;;;;;;;BBVA;115,21;;898,5;;160;;;254,66;967,76;;46,5;120,1;;111,95;;;;;24,82;82,29;;;;;;686,9;1069,31;;;;;;;;;;;;;;2781,79;1756,21;;;;;
;558;Efectiu;;16/12/2021;diciembre;2021;14,00 ?;;IngrÇs;ingres_extra;Feina Foto;Yolanda Bonilla;;;;;;;;;;;;;;;Efectiu;;;;;;;;;;;;;;;;;;;;;;;;;;189,8;;;;;;;;;;;;;;;;189,8;;;;;
;559;Efectiu;;16/12/2021;diciembre;2021;14,00 ?;;IngrÇs;ingres_extra;Feina Foto;Natalia Bonilla;;;;;;;;;;;;;;;LaCaixa;;;47,28;;;;;;;;;;;;;;;;;;;;;;;;567,28;;;;;;;;;;;;;;47,28;567,28;;;;;
;560;BBVA;Compte;17/12/2021;diciembre;2021;;43,90 ?;CÖrrec;despesa_general;Masmïvil;;;;;;;;;;;;;;;;octubre;112,37;;227,08;13,75;170;;;315,17;896,83;;;221,4;;507,84;;;;;;12,43;;;;;;365;1756,23;8,99;600;;;;;120;;;;;;;2476,87;2850,22;;;;;
;561;BBVA;Däbit;18/12/2021;diciembre;2021;;70,90 ?;CÖrrec;restaurant;Restaurant;Sushi Vic. Ind£stria 52;;;;;;;;;;;;;;;BBVA;112,37;;179,81;13,75;170;;;315,17;296,83;;;221,4;;507,84;;;;;;12,43;;;;;;;1188,95;8,99;600;;;;;120;;;;;;;1829,6;1917,94;;;;;
;562;BBVA;Däbit;18/12/2021;diciembre;2021;;15,55 ?;CÖrrec;menjar;Aldi;;;;;;;;;;;;;;;;Efectiu;;;;;;;;;;;;;;;;;;;;;;;;;;365;;;;;;;;;;;;;;;;365;;;;;
;563;BBVA;Däbit;18/12/2021;diciembre;2021;;7,98 ?;CÖrrec;roba;Decatlon;;;;;;;;;;;;;;;;LaCaixa;;;47,27;;;;;;600;;;;;;;;;;;;;;;;;;567,28;;;;;;;;;;;;;;647,27;567,28;;;;;
;564;BBVA;Däbit;18/12/2021;diciembre;2021;;11,99 ?;CÖrrec;manteniment;LeroyMerlin;;;;;;;;;;;;;;;;noviembre;112,39;;1763,69;9,23;80;;;304,05;1804,25;;299,48;;;80;;;;;;16,91;;;;;;552,5;2073,92;;950;;;;;;;;;;;;4470;3576,42;;;;;
;565;BBVA;Däbit;20/12/2021;diciembre;2021;;50,00 ?;op_banc;op_banc;Reintegre Caixer;;;;;;;;;;;;;;;;BBVA;112,39;;1716,42;9,23;80;;;304,05;204,25;;299,48;;;80;;;;;;16,91;;;;;;20;1103,84;;950;;;;;;;;;;;;2822,73;2073,84;;;;;
;566;BBVA;Däbit;20/12/2021;diciembre;2021;;1,67 ?;CÖrrec;farmacia;FarmÖcia;;;;;;;;;;;;;;;;Efectiu;;;;;;;;;;;;;;;;;;;;;;;;;;532,5;;;;;;;;;;;;;;;;532,5;;;;;
;567;BBVA;Däbit;20/12/2021;diciembre;2021;;25,10 ?;CÖrrec;menjar;LIDL;;;;;;;;;;;;;;;;LaCaixa;;;47,27;;;;;;1600;;;;;;;;;;;;;;;;;;970,08;;;;;;;;;;;;;;1647,27;970,08;;;;;
;568;BBVA;Däbit;20/12/2021;diciembre;2021;4,39 ?;;IngrÇs;menjar;LIDL;;;;;;;;;;;;;;;;diciembre;118,77;;921,38;13,17;;;;304,26;1458,14;;3,69;159,65;214,64;;;;;;;30,16;;;;;;2396,11;1795,46;4,39;700;;;;;;;;;;;;3223,86;4895,96;;;;;
;569;BBVA;Compte;22/12/2021;diciembre;2021;50,00 ?;;IngrÇs;ingres_general;Hisenda;;;;;;;;;;;;;;;;BBVA;118,77;;874,12;13,17;;;;304,26;658,14;;3,69;159,65;214,64;;;;;;;30,16;;;;;;2330,11;1228,18;4,39;700;;;;;;;;;;;;2376,6;4262,68;;;;;
;570;BBVA;Compte;22/12/2021;diciembre;2021;100,00 ?;;IngrÇs;ingres_general;Hisenda;;;;;;;;;;;;;;;;Efectiu;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;;;;;;;;;;;;;66;;;;;
;571;BBVA;Compte;22/12/2021;diciembre;2021;50,00 ?;;IngrÇs;ingres_general;Hisenda;;;;;;;;;;;;;;;;LaCaixa;;;47,26;;;;;;800;;;;;;;;;;;;;;;;;;567,28;;;;;;;;;;;;;;847,26;567,28;;;;;
;572;BBVA;Däbit;23/12/2021;diciembre;2021;;21,87 ?;CÖrrec;menjar;Dialprix;;;;;;;;;;;;;;;;2022;1933,65;98,5;9219,49;309,4;2416,51;;;6137,92;17484,86;701;2098,42;3179,28;525,33;2389,9;271,42;;;501,45;769,99;1333,16;;;;;;13349,51;22410,95;1,6;7350,69;;;;28,44;1;;;;;39,67;36,15;49370,28;43218,01;;;;;
