ID_mov;Banc;FormaPago;Data;mes;any;import ingr‚s;Import c…rrec;grup;Idcategoria;Idconcepte;Comentari;mes_lower
583;BBVA;DŠbit;27/12/2021;diciembre;2021;0.0;14.75;C…rrec;menjar;Dialprix;;diciembre
584;BBVA;DŠbit;28/12/2021;diciembre;2021;0.0;22.47;C…rrec;menjar;Altres menjar;Mas&Mas;diciembre
585;BBVA;DŠbit;28/12/2021;diciembre;2021;0.0;16.11;C…rrec;menjar;Mercadona;;diciembre
586;BBVA;DŠbit;29/12/2021;diciembre;2021;0.0;29.3;C…rrec;restaurant;Restaurant;2Mares. Pistatxo;diciembre
587;BBVA;Compte;29/12/2021;diciembre;2021;600.0;0.0;op_banc;op_banc;Trasp…s comptes;;diciembre
588;BBVA;Compte;29/12/2021;diciembre;2021;14.6;0.0;Ingr‚s;ingres_general;Cartera DP Petit;;diciembre
589;BBVA;Compte;29/12/2021;diciembre;2021;45.13;0.0;Ingr‚s;ingres_general;Cartera DP Gran;;diciembre
590;BBVA;Compte;29/12/2021;diciembre;2021;0.0;0.0;op_banc;op_banc;Trasp…s comptes;;diciembre
591;BBVA;Compte;29/12/2021;diciembre;2021;0.0;100.0;op_banc;op_banc;Reintegre Caixer;;diciembre
592;LaCaixa;Compte;29/12/2021;diciembre;2021;0.0;700.0;op_banc;op_banc;Trasp…s comptes;;diciembre
593;BBVA;Compte;30/12/2021;diciembre;2021;0.0;3.69;C…rrec;proveidor;Hofmann;;diciembre
594;BBVA;Compte;01/01/2022;enero;2022;0.0;100.0;C…rrec;despesa_general;Targeta IKEA;;enero
595;BBVA;Compte;30/12/2021;diciembre;2021;0.0;0.0;Ingr‚s;ingres_general;Hisenda;;diciembre
596;BBVA;DŠbit;30/12/2021;diciembre;2021;0.0;55.87;C…rrec;roba;Altres roba;Woman Secret;diciembre
597;BBVA;DŠbit;30/12/2021;diciembre;2021;0.0;22.78;C…rrec;roba;Altres roba;Woman Secret;diciembre
598;BBVA;DŠbit;30/12/2021;diciembre;2021;0.0;128.01;C…rrec;roba;Altres roba;Lefties;diciembre
599;BBVA;DŠbit;30/12/2021;diciembre;2021;0.0;69.34;C…rrec;menjar;Altres menjar;Alcampo.La Zenia;diciembre
600;BBVA;DŠbit;30/12/2021;diciembre;2021;0.0;59.45;C…rrec;restaurant;Restaurant;Che. La Zenia;diciembre
601;BBVA;DŠbit;30/12/2021;diciembre;2021;0.0;18.17;C…rrec;manteniment;LeroyMerlin;;diciembre
602;BBVA;Compte;30/12/2021;diciembre;2021;2302.11;0.0;Ingr‚s;ingres_extra;Devoluci¢ Hisenda;;diciembre
603;BBVA;Compte;31/12/2021;diciembre;2021;0.0;199.31;C…rrec;despesa_general;PrŠstec cotxe;;diciembre
604;BBVA;Compte;31/12/2021;diciembre;2021;0.0;472.91;C…rrec;despesa_general;Hipoteca;;diciembre
605;BBVA;Compte;01/01/2022;enero;2022;0.0;54.8;C…rrec;despesa_general;Endesa;;enero
606;BBVA;DŠbit;31/12/2021;diciembre;2021;0.0;10.83;C…rrec;menjar;Dialprix;;diciembre
607;BBVA;Compte;03/01/2022;enero;2022;0.0;22.62;C…rrec;asseguran‡a;Ocaso;;enero
608;BBVA;DŠbit;03/01/2022;enero;2022;0.0;36.84;C…rrec;menjar;Dialprix;;enero
609;BBVA;DŠbit;03/01/2022;enero;2022;0.0;20.79;C…rrec;roba;Altres roba;Woman Secret;enero
610;BBVA;DŠbit;03/01/2022;enero;2022;0.0;50.0;op_banc;op_banc;Reintegre Caixer;;enero
611;BBVA;Compte;04/01/2022;enero;2022;0.0;10.0;C…rrec;asseguran‡a;Agents Comercials;;enero
612;BBVA;Compte;04/01/2022;enero;2022;0.0;40.0;op_banc;varis;Bizum;Mireia;enero
613;BBVA;DŠbit;05/01/2022;enero;2022;0.0;56.2;C…rrec;restaurant;Restaurant;La Rucola;enero
614;BBVA;Compte;05/01/2022;enero;2022;0.0;34.2;C…rrec;asseguran‡a;BBVA Asseg. Casa;;enero
615;BBVA;Compte;05/01/2022;enero;2022;0.0;239.59;op_banc;op_banc;Pago VISA;;enero
616;BBVA;Compte;05/01/2022;enero;2022;0.0;11.85;C…rrec;asseguran‡a;DP Morts Enric;;enero
617;BBVA;Compte;05/01/2022;enero;2022;0.0;23.92;C…rrec;asseguran‡a;DP MP Mireia;;enero
618;BBVA;Compte;05/01/2022;enero;2022;10.0;0.0;Ingr‚s;ingres_extra;Promos;;enero
619;BBVA;DŠbit;05/01/2022;enero;2022;0.0;47.35;C…rrec;gasolina;gasolina Altres;El Pilar;enero
620;BBVA;DŠbit;05/01/2022;enero;2022;0.0;49.11;C…rrec;menjar;Carrefour;;enero
621;BBVA;Compte;05/01/2022;enero;2022;0.0;19.2;C…rrec;asseguran‡a;DP Especialistes Mireia;;enero
622;BBVA;Compte;05/01/2022;enero;2022;10.0;0.0;Ingr‚s;ingres_extra;Promos;;enero
623;BBVA;DŠbit;07/01/2022;enero;2022;0.0;73.3;C…rrec;restaurant;Restaurant;La Gonga.Los Alc zares;enero
624;BBVA;Compte;07/01/2022;enero;2022;451.92;0.0;Ingr‚s;ingres_general;Abonament Ajuda Isabel;;enero
625;BBVA;Compte;07/01/2022;enero;2022;451.92;0.0;Ingr‚s;ingres_general;Abonament Ajuda Enric;;enero
626;BBVA;DŠbit;07/01/2022;enero;2022;0.0;10.0;C…rrec;gasolina;gasolina Altres;Autopista;enero
627;BBVA;DŠbit;07/01/2022;enero;2022;0.0;59.47;C…rrec;roba;Altres roba;Adidas;enero
628;BBVA;DŠbit;10/01/2022;enero;2022;0.0;7.6;C…rrec;menjar;Dia;;enero
629;BBVA;DŠbit;10/01/2022;enero;2022;0.0;20.0;op_banc;op_banc;Reintegre Caixer;;enero
630;BBVA;DŠbit;11/01/2022;enero;2022;0.0;40.0;C…rrec;gasolina;GasolinaAreaGuissona;;enero
631;BBVA;DŠbit;11/01/2022;enero;2022;0.0;8.5;C…rrec;menjar;Mercadona;;enero
632;BBVA;DŠbit;11/01/2022;enero;2022;0.0;2.35;C…rrec;varis;Autopista;;enero
633;BBVA;DŠbit;11/01/2022;enero;2022;0.0;20.0;op_banc;op_banc;Reintegre Caixer;;enero
634;BBVA;DŠbit;12/01/2022;enero;2022;0.0;6.72;C…rrec;menjar;Dia;;enero
635;LaCaixa;Compte;12/01/2022;enero;2022;0.0;54.13;C…rrec;despesa_general;Ajunt. Arb£cies;;enero
636;BBVA;DŠbit;13/01/2022;enero;2022;0.0;9.48;C…rrec;menjar;AreaGuissona;;enero
637;BBVA;Compte;14/01/2022;enero;2022;1156.21;0.0;Ingr‚s;op_banc;TransferŠncia;Interesos Bsabadell;enero
638;BBVA;DŠbit;14/01/2022;enero;2022;0.0;5.96;C…rrec;menjar;Dia;;enero
639;Efectiu;;14/01/2022;enero;2022;13.0;0.0;Ingr‚s;ingres_extra;Feina Foto;Olga Coris;enero
640;BBVA;DŠbit;17/01/2022;enero;2022;0.0;20.0;op_banc;op_banc;Reintegre Caixer;;enero
641;BBVA;DŠbit;17/01/2022;enero;2022;0.0;40.0;C…rrec;gasolina;GasolinaAreaGuissona;;enero
642;BBVA;Compte;17/01/2022;enero;2022;0.0;43.8;C…rrec;despesa_general;Lowi;;enero
643;BBVA;Compte;17/01/2022;enero;2022;0.0;30.0;C…rrec;despesa_general;Gestoria BBVA;;enero
644;BBVA;DŠbit;17/01/2022;enero;2022;0.0;66.03;C…rrec;menjar;LIDL;;enero
645;BBVA;Compte;17/01/2022;enero;2022;0.0;40.0;C…rrec;varis;Bizum;Mireia sabates;enero
646;BBVA;DŠbit;04/01/2022;enero;2022;0.0;40.03;C…rrec;menjar;Altres menjar;Mas & Mas;enero
647;BBVA;DŠbit;20/01/2022;enero;2022;0.0;300.0;op_banc;op_banc;Reintegre Caixer;;enero
648;BBVA;Compte;21/01/2022;enero;2022;50.0;0.0;Ingr‚s;ingres_general;Hisenda;;enero
649;BBVA;Compte;21/01/2022;enero;2022;100.0;0.0;Ingr‚s;ingres_general;Hisenda;;enero
650;BBVA;Compte;21/01/2022;enero;2022;50.0;0.0;Ingr‚s;ingres_general;Hisenda;;enero
651;BBVA;DŠbit;21/01/2022;enero;2022;0.0;13.95;C…rrec;farmacia;Farm…cia;antigens;enero
652;BBVA;DŠbit;24/01/2022;enero;2022;0.0;4.64;C…rrec;menjar;Dia;;enero
653;BBVA;DŠbit;24/01/2022;enero;2022;0.0;5.96;C…rrec;menjar;Dia;;enero
654;BBVA;DŠbit;24/01/2022;enero;2022;0.0;15.49;C…rrec;menjar;Dia;;enero
655;LaCaixa;Compte;24/01/2022;enero;2022;509.6;0.0;Ingr‚s;ingres_general;Pensi¢ no contributiva;;enero
656;LaCaixa;Compte;25/01/2022;enero;2022;202.91;0.0;Ingr‚s;ingres_general;Complement Generalitat;;enero
657;BBVA;DŠbit;26/01/2022;enero;2022;0.0;2.35;C…rrec;varis;Parking;Girona;enero
658;BBVA;DŠbit;26/01/2022;enero;2022;0.0;29.77;C…rrec;manteniment;LeroyMerlin;;enero
659;BBVA;DŠbit;26/01/2022;enero;2022;0.0;63.7;C…rrec;restaurant;Restaurant;Tom…quet;enero
660;BBVA;DŠbit;26/01/2022;enero;2022;0.0;50.0;op_banc;op_banc;Reintegre Caixer;;enero
661;BBVA;Compte;28/01/2022;enero;2022;0.0;0.0;Ingr‚s;asseguran‡a;BBVA Asseg. Casa;;enero
662;BBVA;DŠbit;28/01/2022;enero;2022;0.0;10.68;C…rrec;menjar;AreaGuissona;;enero
663;BBVA;Compte;28/01/2022;enero;2022;5.0;0.0;Ingr‚s;ingres_extra;Bonificaci¢ BBVA;;enero
664;BBVA;DŠbit;31/01/2022;enero;2022;0.0;12.54;C…rrec;menjar;Novavenda;;enero
665;BBVA;DŠbit;31/01/2022;enero;2022;0.0;13.69;C…rrec;menjar;Dia;;enero
666;BBVA;Compte;31/01/2022;enero;2022;0.0;199.31;C…rrec;despesa_general;PrŠstec cotxe;;enero
667;BBVA;Compte;31/01/2022;enero;2022;0.0;472.91;C…rrec;despesa_general;Hipoteca;;enero
668;BBVA;Compte;31/01/2022;enero;2022;0.0;3.59;C…rrec;proveidor;Hofmann;;enero
669;BBVA;Compte;31/01/2022;enero;2022;20.19;0.0;Ingr‚s;ingres_general;Cartera DP Petit;;enero
670;BBVA;Compte;31/01/2022;enero;2022;77.77;0.0;Ingr‚s;ingres_general;Cartera DP Gran;;enero
671;BBVA;DŠbit;31/01/2022;enero;2022;0.0;8.04;C…rrec;menjar;Dia;;enero
672;BBVA;Compte;01/02/2022;febrero;2022;0.0;22.14;C…rrec;asseguran‡a;Ocaso;;febrero
673;BBVA;Compte;01/02/2022;febrero;2022;0.0;56.0;C…rrec;despesa_general;Piscina;;febrero
674;BBVA;Compte;01/02/2022;febrero;2022;0.0;100.0;C…rrec;despesa_general;Targeta IKEA;;febrero
675;BBVA;DŠbit;01/02/2022;febrero;2022;0.0;20.0;op_banc;op_banc;Reintegre Caixer;;febrero
676;BBVA;DŠbit;01/02/2022;febrero;2022;0.0;14.06;C…rrec;neteja;Clarel;;febrero
677;BBVA;Compte;02/02/2022;febrero;2022;0.0;10.0;C…rrec;asseguran‡a;Agents Comercials;;febrero
678;BBVA;DŠbit;02/02/2022;febrero;2022;0.0;6.2;C…rrec;menjar;Dia;;febrero
679;BBVA;Compte;03/02/2022;febrero;2022;0.0;12.79;C…rrec;asseguran‡a;DP Morts Enric;;febrero
680;BBVA;Compte;03/02/2022;febrero;2022;0.0;23.5;C…rrec;asseguran‡a;DP MP Mireia;;febrero
681;BBVA;Compte;03/02/2022;febrero;2022;0.0;19.2;C…rrec;asseguran‡a;DP Especialistes Mireia;;febrero
682;BBVA;DŠbit;03/02/2022;febrero;2022;0.0;20.0;op_banc;op_banc;Reintegre Caixer;;febrero
683;BBVA;Compte;03/02/2022;febrero;2022;0.0;39.4;C…rrec;despesa_general;Endesa;;febrero
684;BBVA;DŠbit;03/02/2022;febrero;2022;0.0;13.72;C…rrec;menjar;Dia;;febrero
685;BBVA;Compte;04/02/2022;febrero;2022;0.0;34.2;C…rrec;asseguran‡a;BBVA Asseg. Casa;;febrero
686;BBVA;Compte;04/02/2022;febrero;2022;0.0;342.69;op_banc;op_banc;Pago VISA;;febrero
687;BBVA;DŠbit;04/02/2022;febrero;2022;0.0;3.38;C…rrec;menjar;Dia;;febrero
688;BBVA;DŠbit;07/02/2022;febrero;2022;0.0;14.75;C…rrec;menjar;Dia;;febrero
689;BBVA;DŠbit;07/02/2022;febrero;2022;0.0;20.0;op_banc;op_banc;Reintegre Caixer;;febrero
690;BBVA;Compte;07/02/2022;febrero;2022;463.21;0.0;Ingr‚s;ingres_general;Abonament Ajuda Isabel;;febrero
691;BBVA;Compte;07/02/2022;febrero;2022;463.21;0.0;Ingr‚s;ingres_general;Abonament Ajuda Enric;;febrero
692;BBVA;DŠbit;07/02/2022;febrero;2022;0.0;85.61;C…rrec;menjar;LIDL;;febrero
693;BBVA;DŠbit;08/02/2022;febrero;2022;0.0;50.0;C…rrec;gasolina;GasolinaAreaGuissona;;febrero
694;BBVA;DŠbit;08/02/2022;febrero;2022;0.0;25.89;C…rrec;manteniment;LeroyMerlin;;febrero
695;BBVA;DŠbit;10/02/2022;febrero;2022;0.0;15.15;C…rrec;menjar;Dia;;febrero
696;LaCaixa;Compte;10/02/2022;febrero;2022;0.0;54.13;C…rrec;despesa_general;Ajunt. Arb£cies;;febrero
697;BBVA;Compte;11/02/2022;febrero;2022;0.0;45.87;C…rrec;despesa_general;Aigua;;febrero
698;BBVA;DŠbit;14/02/2022;febrero;2022;0.0;11.86;C…rrec;farmacia;Farm…cia;;febrero
699;BBVA;DŠbit;14/02/2022;febrero;2022;0.0;50.0;op_banc;op_banc;Reintegre Caixer;;febrero
700;BBVA;DŠbit;14/02/2022;febrero;2022;0.0;58.34;C…rrec;menjar;BonPreu;;febrero
701;BBVA;DŠbit;14/02/2022;febrero;2022;0.0;50.0;C…rrec;gasolina;GasolinaAreaGuissona;;febrero
702;BBVA;DŠbit;14/02/2022;febrero;2022;0.0;16.1;C…rrec;varis;Extra;Llibre cumple Berna;febrero
703;BBVA;Compte;16/02/2022;febrero;2022;0.0;44.0;C…rrec;despesa_general;Lowi;;febrero
704;BBVA;Compte;16/02/2022;febrero;2022;0.0;30.0;C…rrec;asseguran‡a;Gestoria BBVA;;febrero
705;BBVA;DŠbit;16/02/2022;febrero;2022;0.0;140.0;op_banc;op_banc;Reintegre Caixer;;febrero
706;BBVA;DŠbit;17/02/2022;febrero;2022;0.0;9.99;C…rrec;menjar;Dia;;febrero
707;BBVA;DŠbit;18/02/2022;febrero;2022;0.0;14.0;C…rrec;menjar;AreaGuissona;;febrero
708;BBVA;DŠbit;21/02/2022;febrero;2022;0.0;9.24;C…rrec;menjar;Dia;;febrero
709;BBVA;DŠbit;21/02/2022;febrero;2022;0.0;20.0;op_banc;op_banc;Reintegre Caixer;;febrero
710;BBVA;Compte;22/02/2022;febrero;2022;0.0;0.0;Ingr‚s;ingres_extra;Tiendeo;;febrero
711;BBVA;DŠbit;22/02/2022;febrero;2022;0.0;12.35;C…rrec;manteniment;Xino Sta.Coloma;;febrero
712;BBVA;DŠbit;22/02/2022;febrero;2022;0.0;47.0;C…rrec;restaurant;Restaurant;Can Gabatx¢.Sta.Coloma;febrero
713;BBVA;DŠbit;22/02/2022;febrero;2022;0.0;13.22;C…rrec;menjar;Dia;;febrero
714;BBVA;Compte;22/02/2022;febrero;2022;10.35;0.0;Ingr‚s;ingres_extra;Tiendeo;;febrero
715;BBVA;DŠbit;23/02/2022;febrero;2022;0.0;50.0;C…rrec;gasolina;GasolinaAreaGuissona;;febrero
716;BBVA;DŠbit;24/02/2022;febrero;2022;0.0;7.72;C…rrec;menjar;Dia;;febrero
717;LaCaixa;Compte;24/02/2022;febrero;2022;421.4;0.0;Ingr‚s;ingres_general;Pensi¢ no contributiva;;febrero
718;LaCaixa;Compte;24/02/2022;febrero;2022;172.07;0.0;Ingr‚s;ingres_general;Complement Generalitat;;febrero
719;BBVA;DŠbit;25/02/2022;febrero;2022;0.0;50.0;op_banc;op_banc;Reintegre Caixer;;febrero
720;Efectiu;;25/02/2022;febrero;2022;245.0;0.0;Ingr‚s;ingres_extra;Xarrup. Estovalles;;febrero
721;Efectiu;;25/02/2022;febrero;2022;150.0;0.0;Ingr‚s;ingres_extra;Casament;Joan-Mariana;febrero
722;BBVA;DŠbit;26/03/2022;marzo;2022;0.0;80.6;C…rrec;restaurant;Restaurant;Juanan;marzo
723;Efectiu;;26/02/2022;febrero;2022;13.0;0.0;Ingr‚s;ingres_extra;Feina Foto;Olga Coris;febrero
724;BBVA;Compte;28/02/2022;febrero;2022;0.0;199.31;C…rrec;despesa_general;PrŠstec cotxe;;febrero
725;BBVA;Compte;28/02/2022;febrero;2022;0.0;3.99;C…rrec;proveidor;Hofmann;;febrero
726;BBVA;Compte;28/02/2022;febrero;2022;0.0;472.91;C…rrec;despesa_general;Hipoteca;;febrero
727;BBVA;Compte;01/03/2022;marzo;2022;0.0;22.14;C…rrec;asseguran‡a;Ocaso;;marzo
728;BBVA;Compte;01/03/2022;marzo;2022;0.0;56.0;C…rrec;despesa_general;Piscina;;marzo
729;BBVA;Compte;01/03/2022;marzo;2022;0.0;100.0;C…rrec;despesa_general;Targeta IKEA;;marzo
730;BBVA;Compte;28/02/2022;febrero;2022;12.95;0.0;Ingr‚s;ingres_general;Cartera DP Petit;;febrero
731;BBVA;Compte;28/02/2022;febrero;2022;47.14;0.0;Ingr‚s;ingres_general;Cartera DP Gran;;febrero
732;BBVA;DŠbit;01/03/2022;marzo;2022;0.0;58.95;C…rrec;menjar;LIDL;;marzo
733;BBVA;Compte;01/03/2022;marzo;2022;0.0;75.87;C…rrec;despesa_general;Endesa;;marzo
734;BBVA;Compte;02/03/2022;marzo;2022;0.0;10.0;C…rrec;asseguran‡a;Agents Comercials;;marzo
735;BBVA;Compte;28/02/2022;febrero;2022;100.0;0.0;Ingr‚s;ingres_general;Hisenda;;febrero
736;BBVA;DŠbit;02/03/2022;marzo;2022;0.0;40.0;C…rrec;gasolina;GasolinaAreaGuissona;;marzo
737;BBVA;DŠbit;02/03/2022;marzo;2022;0.0;42.41;C…rrec;restaurant;Restaurant;Xino buffet Platja d'Aro;marzo
738;BBVA;DŠbit;02/03/2022;marzo;2022;0.0;6.99;C…rrec;roba;Decatlon;;marzo
739;BBVA;VISA;02/03/2022;marzo;2022;0.0;5.99;C…rrec;menjar;LIDL;;marzo
740;BBVA;VISA;02/03/2022;marzo;2022;0.0;4.76;C…rrec;manteniment;Aliexpress;Pila 2032;marzo
741;BBVA;Compte;03/03/2022;marzo;2022;0.0;23.5;C…rrec;asseguran‡a;DP MP Mireia;;marzo
742;BBVA;Compte;03/03/2022;marzo;2022;0.0;19.2;C…rrec;asseguran‡a;DP Especialistes Mireia;;marzo
743;BBVA;Compte;28/02/2022;febrero;2022;50.0;0.0;Ingr‚s;ingres_general;Hisenda;;febrero
744;BBVA;Compte;28/02/2022;febrero;2022;50.0;0.0;Ingr‚s;ingres_general;Hisenda;;febrero
745;BBVA;DŠbit;03/03/2022;marzo;2022;0.0;81.92;C…rrec;menjar;Mercadona;;marzo
746;BBVA;Compte;04/03/2022;marzo;2022;0.0;34.2;C…rrec;asseguran‡a;BBVA Asseg. Casa;;marzo
747;BBVA;Compte;04/03/2022;marzo;2022;0.0;70.48;op_banc;op_banc;Pago VISA;;marzo
748;BBVA;VISA;04/03/2022;marzo;2022;0.0;4.2;C…rrec;varis;Expectacles/Teatre;Llibreria Arb£cies.Paper;marzo
749;BBVA;VISA;04/03/2022;marzo;2022;0.0;5.47;C…rrec;varis;Transport;Correus Mireia;marzo
750;Efectiu;;06/03/2022;marzo;2022;0.0;10.0;C…rrec;varis;Expectacles/Teatre;Donaci¢ Breda;marzo
751;BBVA;DŠbit;07/03/2022;marzo;2022;0.0;22.38;C…rrec;farmacia;Farm…cia;Ajuda Ucraina;marzo
752;BBVA;DŠbit;07/03/2022;marzo;2022;0.0;25.27;C…rrec;menjar;Dia;Ajuda Ucraina;marzo
753;BBVA;DŠbit;07/03/2022;marzo;2022;0.0;91.05;C…rrec;restaurant;Restaurant;Bell-Lloch;marzo
754;BBVA;Compte;07/03/2022;marzo;2022;463.21;0.0;Ingr‚s;ingres_general;Abonament Ajuda Enric;;marzo
755;BBVA;Compte;07/03/2022;marzo;2022;463.21;0.0;Ingr‚s;ingres_general;Abonament Ajuda Isabel;;marzo
756;BBVA;Compte;07/03/2022;marzo;2022;0.0;12.57;C…rrec;asseguran‡a;DP Morts Enric;;marzo
757;BBVA;Compte;07/03/2022;marzo;2022;0.0;0.0;op_banc;op_banc;Trasp…s comptes;;marzo
758;Efectiu;;07/03/2022;marzo;2022;0.0;5.0;C…rrec;personal;Jordi;;marzo
759;Efectiu;;07/03/2022;marzo;2022;0.0;10.0;C…rrec;menjar;Fruiteria;;marzo
760;LaCaixa;Compte;07/03/2022;marzo;2022;0.0;500.0;op_banc;op_banc;Trasp…s comptes;;marzo
761;BBVA;DŠbit;08/03/2022;marzo;2022;0.0;57.06;C…rrec;gasolina;GasolinaAreaGuissona;;marzo
762;BBVA;DŠbit;08/03/2022;marzo;2022;0.0;6.5;C…rrec;manteniment;Xino Sta.Coloma;;marzo
763;BBVA;DŠbit;08/03/2022;marzo;2022;0.0;86.58;C…rrec;varis;Extra;Renovar Conduir EXV;marzo
764;BBVA;DŠbit;09/03/2022;marzo;2022;0.0;25.16;C…rrec;manteniment;LeroyMerlin;;marzo
765;BBVA;DŠbit;09/03/2022;marzo;2022;0.0;13.16;C…rrec;menjar;Dia;;marzo
766;BBVA;DŠbit;10/03/2022;marzo;2022;0.0;29.73;C…rrec;neteja;Clarel;;marzo
767;LaCaixa;Compte;10/03/2022;marzo;2022;0.0;54.13;C…rrec;despesa_general;Ajunt. Arb£cies;;marzo
768;Efectiu;;10/03/2022;marzo;2022;350.0;0.0;Ingr‚s;ingres_extra;Casament;Jaume Rotllan;marzo
769;Efectiu;;10/03/2022;marzo;2022;0.0;0.0;C…rrec;manteniment;Xino Sta.Coloma;;marzo
770;BBVA;VISA;10/03/2022;marzo;2022;0.0;4.71;C…rrec;manteniment;Aliexpress;Aire cond.;marzo
771;BBVA;VISA;10/03/2022;marzo;2022;0.0;1.86;C…rrec;manteniment;Aliexpress;Cargols;marzo
772;BBVA;VISA;10/03/2022;marzo;2022;0.0;11.27;C…rrec;manteniment;Xino Sta.Coloma;;marzo
773;BBVA;DŠbit;11/03/2022;marzo;2022;6.99;0.0;C…rrec;roba;Decatlon;;marzo
774;BBVA;DŠbit;11/03/2022;marzo;2022;0.0;49.61;C…rrec;menjar;LIDL;;marzo
775;BBVA;DŠbit;11/03/2022;marzo;2022;0.0;44.22;C…rrec;restaurant;Restaurant;Xino buffet Platja d'Aro;marzo
776;BBVA;DŠbit;11/03/2022;marzo;2022;25.16;0.0;C…rrec;manteniment;LeroyMerlin;;marzo
777;BBVA;DŠbit;14/03/2022;marzo;2022;0.0;50.0;C…rrec;gasolina;GasolinaAreaGuissona;;marzo
778;Efectiu;;14/03/2022;marzo;2022;0.0;5.78;C…rrec;menjar;Dia;;marzo
779;Efectiu;;14/03/2022;marzo;2022;0.0;12.0;C…rrec;menjar;Fruiteria;;marzo
780;BBVA;DŠbit;15/03/2022;marzo;2022;0.0;7.45;C…rrec;manteniment;Xino Sta.Coloma;;marzo
781;BBVA;DŠbit;15/03/2022;marzo;2022;0.0;16.8;C…rrec;menjar;LIDL;;marzo
782;BBVA;Compte;16/03/2022;marzo;2022;0.0;43.8;C…rrec;despesa_general;Lowi;;marzo
783;BBVA;DŠbit;17/03/2022;marzo;2022;0.0;20.0;op_banc;op_banc;Reintegre Caixer;;marzo
784;BBVA;DŠbit;18/03/2022;marzo;2022;0.0;28.13;C…rrec;gasolina;GasolinaAreaGuissona;;marzo
785;BBVA;DŠbit;18/03/2022;marzo;2022;0.0;85.54;C…rrec;menjar;BonPreu;;marzo
786;BBVA;DŠbit;21/03/2022;marzo;2022;0.0;12.95;C…rrec;menjar;Dia;;marzo
787;BBVA;DŠbit;21/03/2022;marzo;2022;0.0;20.0;op_banc;op_banc;Reintegre Caixer;;marzo
788;BBVA;DŠbit;22/03/2022;marzo;2022;0.0;10.85;C…rrec;menjar;LIDL;;marzo
789;BBVA;DŠbit;22/03/2022;marzo;2022;0.0;8.73;C…rrec;menjar;Dia;;marzo
790;Efectiu;;22/03/2022;marzo;2022;0.0;8.0;C…rrec;menjar;Dia;;marzo
791;Efectiu;;22/03/2022;marzo;2022;0.0;15.0;C…rrec;menjar;Can Rinsa;;marzo
792;Efectiu;;22/03/2022;marzo;2022;0.0;20.6;C…rrec;buta;But… Gasolinera;;marzo
793;LaCaixa;Compte;24/03/2022;marzo;2022;421.4;0.0;Ingr‚s;ingres_general;Pensi¢ no contributiva;;marzo
794;LaCaixa;Compte;24/03/2022;marzo;2022;172.07;0.0;Ingr‚s;ingres_general;Complement Generalitat;;marzo
795;BBVA;DŠbit;25/03/2022;marzo;2022;0.0;30.59;C…rrec;menjar;LIDL;;marzo
796;BBVA;DŠbit;25/03/2022;marzo;2022;0.0;26.43;C…rrec;menjar;LIDL;;marzo
797;BBVA;Compte;25/03/2022;marzo;2022;0.0;30.0;C…rrec;asseguran‡a;Gestoria BBVA;;marzo
798;BBVA;DŠbit;25/03/2022;marzo;2022;0.0;56.22;C…rrec;gasolina;GasolinaAreaGuissona;;marzo
799;Efectiu;;25/03/2022;marzo;2022;280.0;0.0;Ingr‚s;ingres_extra;Feina Foto;Lidia Cerrillo;marzo
800;Efectiu;;25/03/2022;marzo;2022;28.0;0.0;Ingr‚s;ingres_extra;Casament;Jaume Rotllan;marzo
801;Efectiu;;25/03/2022;marzo;2022;15.0;0.0;Ingr‚s;ingres_extra;Feina Foto;Olga Coris;marzo
802;Efectiu;;26/03/2022;marzo;2022;0.0;10.0;C…rrec;personal;Jordi;;marzo
803;Efectiu;;26/03/2022;marzo;2022;0.0;5.0;C…rrec;menjar;Fruiteria;;marzo
804;Efectiu;;26/03/2022;marzo;2022;0.0;15.71;C…rrec;menjar;AreaGuissona;;marzo
805;BBVA;DŠbit;28/03/2022;marzo;2022;0.0;20.06;C…rrec;menjar;Dia;;marzo
806;BBVA;Compte;28/03/2022;marzo;2022;50.0;0.0;Ingr‚s;ingres_general;Hisenda;;marzo
807;BBVA;Compte;28/03/2022;marzo;2022;100.0;0.0;Ingr‚s;ingres_general;Hisenda;;marzo
808;BBVA;Compte;28/03/2022;marzo;2022;50.0;0.0;Ingr‚s;ingres_general;Hisenda;;marzo
809;BBVA;DŠbit;28/03/2022;marzo;2022;0.0;13.99;C…rrec;manteniment;Norauto;anticong. G12;marzo
810;BBVA;DŠbit;29/03/2022;marzo;2022;0.0;11.52;C…rrec;farmacia;Farm…cia;;marzo
811;BBVA;Compte;29/03/2022;marzo;2022;47.14;0.0;Ingr‚s;ingres_general;Cartera DP Gran;;marzo
812;BBVA;Compte;29/03/2022;marzo;2022;13.15;0.0;Ingr‚s;ingres_general;Cartera DP Petit;;marzo
813;BBVA;DŠbit;30/03/2022;marzo;2022;0.0;75.4;C…rrec;menjar;Mercadona;;marzo
814;BBVA;Compte;31/03/2022;marzo;2022;0.0;199.31;C…rrec;despesa_general;PrŠstec cotxe;;marzo
815;BBVA;Compte;31/03/2022;marzo;2022;750.0;0.0;op_banc;op_banc;Trasp…s comptes;;marzo
816;BBVA;Compte;31/03/2022;marzo;2022;0.0;68.16;C…rrec;despesa_general;Consell comarcal Selva;;marzo
817;Efectiu;;31/03/2022;marzo;2022;0.0;16.0;C…rrec;menjar;Ous casolans;;marzo
