ID_mov;Banc;FormaPago;Data;mes;any;import ingr‚s;Import c…rrec;grup;Idcategoria;Idconcepte;Comentari;mes_lower
3811;BBVA;Compte;26/07/2024;julio;2024;0.0;40.0;op_banc;op_banc;Trasp…s comptes;;julio
3812;BBVA;DŠbit;27/07/2024;julio;2024;0.0;24.83;C…rrec;menjar;AreaGuissona;;julio
3813;Efectiu;;27/07/2024;julio;2024;0.0;32.0;C…rrec;varis;Expectacles/Teatre;Diversiones;julio
3814;BBVA;DŠbit;27/07/2024;julio;2024;0.0;41.46;C…rrec;gasolina;GasolinaAreaGuissona;;julio
3815;BBVA;DŠbit;27/07/2024;julio;2024;0.0;3.57;C…rrec;menjar;Dia;;julio
3816;BBVA;Compte;29/07/2024;julio;2024;47.02;0.0;Ingr‚s;ingres_general;Cartera DP Gran;;julio
3817;BBVA;Compte;29/07/2024;julio;2024;17.97;0.0;Ingr‚s;ingres_general;Cartera DP Petit;;julio
3818;BBVA;Compte;01/08/2024;agosto;2024;0.0;30.16;C…rrec;despesa_general;Endesa;;agosto
3819;BBVA;DŠbit;30/07/2024;julio;2024;0.0;40.54;C…rrec;neteja;Action Girona;Devoluci¢ barbacoa;julio
3820;Efectiu;;24/07/2024;julio;2024;0.0;3.3;C…rrec;menjar;AreaGuissona;;julio
3821;LaCaixa;Compte;24/07/2024;julio;2024;517.9;0.0;Ingr‚s;ingres_general;Pensi¢ no contributiva;;julio
3822;LaCaixa;Compte;26/07/2024;julio;2024;151.6;0.0;Ingr‚s;ingres_general;Complement Generalitat;;julio
3823;LaCaixa;Compte;27/07/2024;julio;2024;0.0;40.0;op_banc;op_banc;Trasp…s comptes;;julio
3824;BBVA;Compte;30/07/2024;julio;2024;700.0;0.0;op_banc;op_banc;Trasp…s comptes;;julio
3825;BBVA;DŠbit;30/07/2024;julio;2024;0.0;16.77;C…rrec;menjar;Dia;;julio
3826;BBVA;Compte;31/07/2024;julio;2024;0.0;489.43;C…rrec;despesa_general;Hipoteca;;julio
3827;BBVA;Compte;31/07/2024;julio;2024;0.0;337.14;C…rrec;despesa_general;CrŠdit Cotxe;;julio
3828;BBVA;DŠbit;31/07/2024;julio;2024;0.0;23.49;C…rrec;gasolina;GasolinaAreaGuissona;;julio
3829;BBVA;DŠbit;31/07/2024;julio;2024;0.0;30.0;C…rrec;gasolina;Gasolina altres;Autopista;julio
3830;BBVA;DŠbit;31/07/2024;julio;2024;0.0;3.0;C…rrec;menjar;Mercadona;;julio
3831;BBVA;DŠbit;31/07/2024;julio;2024;0.0;20.35;C…rrec;menjar;Alcampo;;julio
3832;BBVA;DŠbit;31/07/2024;julio;2024;0.0;0.85;C…rrec;neteja;Alcampo;;julio
3833;BBVA;DŠbit;31/07/2024;julio;2024;0.0;33.51;C…rrec;restaurant;Restaurant;Hamburguesses Carl's.La Zenia;julio
3834;BBVA;Compte;01/08/2024;agosto;2024;0.0;25.75;C…rrec;asseguran‡a;Ocaso;;agosto
3835;BBVA;Compte;01/08/2024;agosto;2024;0.0;61.6;C…rrec;despesa_general;Piscina;;agosto
3836;BBVA;DŠbit;01/08/2024;agosto;2024;0.0;82.22;C…rrec;menjar;Mercadona;;agosto
3837;BBVA;DŠbit;01/08/2024;agosto;2024;0.0;8.55;C…rrec;neteja;Mercadona;;agosto
3838;BBVA;DŠbit;31/07/2024;julio;2024;0.0;4.6;C…rrec;varis;Autopista;;julio
3839;BBVA;DŠbit;02/08/2024;agosto;2024;0.0;17.0;C…rrec;restaurant;Restaurant;Pollastres al ast;agosto
3840;BBVA;DŠbit;02/08/2024;agosto;2024;0.0;31.8;C…rrec;menjar;Supeco;;agosto
3841;BBVA;DŠbit;02/08/2024;agosto;2024;0.0;16.1;C…rrec;neteja;Supeco;;agosto
3842;BBVA;DŠbit;03/08/2024;agosto;2024;0.0;8.12;C…rrec;menjar;Dialprix;;agosto
3843;BBVA;DŠbit;03/08/2024;agosto;2024;0.0;64.4;C…rrec;restaurant;Restaurant;Gyos Pitta. La Torre;agosto
3844;BBVA;DŠbit;03/08/2024;agosto;2024;0.0;40.0;C…rrec;roba;Altre roba;sabates La Torre;agosto
3845;BBVA;DŠbit;04/08/2024;agosto;2024;0.0;6.5;C…rrec;menjar;Super Villa-Teresa;;agosto
3846;BBVA;DŠbit;04/08/2024;agosto;2024;0.0;10.65;C…rrec;manteniment;Super Villa-Teresa;;agosto
3847;BBVA;DŠbit;04/08/2024;agosto;2024;0.0;5.9;C…rrec;restaurant;Bar;Gelats Galan;agosto
3848;BBVA;Compte;05/08/2024;agosto;2024;0.0;38.4;C…rrec;asseguran‡a;BBVA Asseg. Casa;;agosto
3849;BBVA;Compte;05/08/2024;agosto;2024;0.0;181.9;op_banc;op_banc;Pago VISA;;agosto
3850;BBVA;Compte;05/08/2024;agosto;2024;0.0;14.63;C…rrec;asseguran‡a;DP Morts Enric;;agosto
3851;BBVA;Compte;05/08/2024;agosto;2024;0.0;200.0;C…rrec;despesa_general;PJ Isabel;;agosto
3852;BBVA;Compte;05/08/2024;agosto;2024;0.0;20.98;C…rrec;asseguran‡a;DP MP Mireia;;agosto
3853;BBVA;Compte;05/08/2024;agosto;2024;0.0;50.42;C…rrec;despesa_general;Aigua;;agosto
3854;BBVA;DŠbit;06/08/2024;agosto;2024;0.0;59.95;C…rrec;restaurant;Restaurant;Pizza Dominoïs;agosto
3855;BBVA;Compte;06/08/2024;agosto;2024;46.7;0.0;Ingr‚s;ingres_extra;Vinted;;agosto
3856;BBVA;DŠbit;06/08/2024;agosto;2024;0.0;4.8;C…rrec;menjar;Pa i pastisseria;;agosto
3857;BBVA;DŠbit;06/08/2024;agosto;2024;0.0;28.41;C…rrec;menjar;Dialprix;;agosto
3859;BBVA;DŠbit;06/08/2024;agosto;2024;0.0;4.95;C…rrec;neteja;Mercadona;;agosto
3860;BBVA;DŠbit;07/08/2024;agosto;2024;0.0;16.0;C…rrec;menjar;Peixeteria;;agosto
3861;BBVA;DŠbit;07/08/2024;agosto;2024;0.0;20.79;C…rrec;menjar;Dialprix;;agosto
3862;BBVA;DŠbit;08/08/2024;agosto;2024;0.0;21.08;C…rrec;menjar;Dialprix;;agosto
3863;BBVA;DŠbit;08/08/2024;agosto;2024;0.0;67.35;C…rrec;menjar;Carn Matilde;;agosto
3864;BBVA;DŠbit;09/08/2024;agosto;2024;0.0;64.75;C…rrec;restaurant;Restaurant;Xino Asia. Pilar;agosto
3865;BBVA;DŠbit;09/08/2024;agosto;2024;0.0;10.4;C…rrec;menjar;Pla‡a;Pilar de la Horadada;agosto
3866;BBVA;DŠbit;09/08/2024;agosto;2024;0.0;13.5;C…rrec;varis;Perruqueria;Enric. La Torre;agosto
3867;BBVA;DŠbit;09/08/2024;agosto;2024;0.0;28.85;C…rrec;restaurant;Bar;Gelats Galan;agosto
3868;BBVA;DŠbit;10/08/2024;agosto;2024;0.0;63.04;C…rrec;gasolina;Gasolina altres;La Torre;agosto
3869;BBVA;DŠbit;10/08/2024;agosto;2024;0.0;5.85;C…rrec;varis;Parking;Altea;agosto
3870;BBVA;DŠbit;10/08/2024;agosto;2024;0.0;30.0;C…rrec;gasolina;Gasolina altres;Autopista;agosto
3871;Efectiu;;30/07/2024;julio;2024;0.0;7.04;C…rrec;menjar;Fruiteria Deepak;;julio
3872;Efectiu;;04/08/2024;agosto;2024;0.0;11.54;C…rrec;menjar;Carn Matilde;;agosto
3873;Efectiu;;10/08/2024;agosto;2024;0.0;3.67;C…rrec;menjar;Super Villa-Teresa;;agosto
3874;Efectiu;;09/08/2024;agosto;2024;0.0;27.45;C…rrec;menjar;Pla‡a;;agosto
3875;Efectiu;;09/08/2024;agosto;2024;0.0;5.55;C…rrec;menjar;Pla‡a;;agosto
3876;Efectiu;;09/08/2024;agosto;2024;0.0;59.0;C…rrec;menjar;Pla‡a;;agosto
3877;Efectiu;;09/08/2024;agosto;2024;0.0;11.0;C…rrec;restaurant;Bar;cargols xiringuito;agosto
3878;Efectiu;;09/08/2024;agosto;2024;0.0;30.0;C…rrec;varis;Perruqueria;Isa i Jordi. La Torre;agosto
3879;Efectiu;;11/08/2024;agosto;2024;0.0;10.0;C…rrec;personal;Jordi;;agosto
3880;LaCaixa;Compte;30/07/2024;julio;2024;0.0;800.0;op_banc;op_banc;Trasp…s comptes;;julio
3881;LaCaixa;Compte;09/08/2024;agosto;2024;0.0;100.0;op_banc;op_banc;Trasp…s comptes;;agosto
3882;Efectiu;;13/08/2024;agosto;2024;280.0;0.0;Ingr‚s;ingres_extra;Feina Foto;Festa Lidia Cerrillo;agosto
3883;BBVA;Compte;13/08/2024;agosto;2024;0.0;43.8;C…rrec;despesa_general;Lowi;;agosto
3884;BBVA;DŠbit;13/08/2024;agosto;2024;0.0;98.9;C…rrec;restaurant;Restaurant;La Capella. Altea;agosto
3885;BBVA;Compte;13/08/2024;agosto;2024;150.0;0.0;op_banc;op_banc;Trasp…s comptes;;agosto
3886;BBVA;VISA;12/08/2024;agosto;2024;0.0;56.34;C…rrec;gasolina;GasolinaAreaGuissona;;agosto
3887;BBVA;DŠbit;13/08/2024;agosto;2024;0.0;22.0;C…rrec;restaurant;Restaurant;Pizzeria Palam¢s;agosto
3888;BBVA;Compte;15/08/2024;agosto;2024;0.0;50.0;C…rrec;varis;Regal;Sant Mireia. Bizum;agosto
3889;BBVA;DŠbit;17/08/2024;agosto;2024;0.0;22.57;C…rrec;menjar;Dia;;agosto
3890;Efectiu;;16/08/2024;agosto;2024;0.0;4.98;C…rrec;menjar;Novavenda;;agosto
3891;Efectiu;;16/08/2024;agosto;2024;0.0;1.85;C…rrec;neteja;Novavenda;;agosto
3892;Efectiu;;18/08/2024;agosto;2024;0.0;3.16;C…rrec;menjar;Novavenda;;agosto
3893;BBVA;VISA;14/08/2024;agosto;2024;0.0;33.5;C…rrec;restaurant;Restaurant;Vostra llar. Futbol;agosto
3894;BBVA;VISA;14/08/2024;agosto;2024;0.0;91.3;C…rrec;restaurant;Restaurant;Tom…quet. Sense men£;agosto
3895;Efectiu;;19/08/2024;agosto;2024;0.0;30.0;C…rrec;menjar;Ous casolans;;agosto
3896;BBVA;DŠbit;19/08/2024;agosto;2024;0.0;13.06;C…rrec;menjar;AreaGuissona;;agosto
3897;T.CorteIngl‚s;T.CorteIngl‚s;14/08/2024;agosto;2024;0.0;29.23;C…rrec;menjar;El Corte Ingl‚s;;agosto
3898;T.CorteIngl‚s;T.CorteIngl‚s;14/08/2024;agosto;2024;0.0;39.99;C…rrec;rebost;El Corte Ingl‚s;;agosto
3899;T.CorteIngl‚s;T.CorteIngl‚s;14/08/2024;agosto;2024;0.0;19.49;C…rrec;neteja;El Corte Ingl‚s;;agosto
3900;Efectiu;;18/08/2024;agosto;2024;0.0;7.0;C…rrec;menjar;Pla‡a;;agosto
3901;Efectiu;;19/08/2024;agosto;2024;0.0;2.71;C…rrec;menjar;Fruiteria Deepak;;agosto
3902;Efectiu;;19/08/2024;agosto;2024;0.0;5.7;C…rrec;menjar;Fruiteria Deepak;;agosto
3903;Efectiu;;12/08/2024;agosto;2024;0.0;6.33;C…rrec;menjar;Dia;;agosto
3904;Efectiu;;14/08/2024;agosto;2024;0.0;6.5;C…rrec;restaurant;Bar;Gelats Palam¢s;agosto
3905;Efectiu;;14/08/2024;agosto;2024;0.0;0.79;C…rrec;menjar;BonPreu;;agosto
3906;Efectiu;;14/08/2024;agosto;2024;0.0;4.69;C…rrec;menjar;BonPreu;;agosto
3907;Efectiu;;19/08/2024;agosto;2024;0.0;2.1;C…rrec;menjar;Fruiteria Bayes;;agosto
3908;Efectiu;;15/08/2024;agosto;2024;0.0;5.5;C…rrec;menjar;Dia;;agosto
3909;Efectiu;;19/08/2024;agosto;2024;0.0;4.8;C…rrec;farmacia;Farm…cia;;agosto
3910;BBVA;DŠbit;20/08/2024;agosto;2024;0.0;22.08;C…rrec;menjar;Dia;;agosto
3911;BBVA;Compte;22/08/2024;agosto;2024;50.0;0.0;Ingr‚s;ingres_general;Hisenda 50 1;;agosto
3912;BBVA;Compte;22/08/2024;agosto;2024;100.0;0.0;Ingr‚s;ingres_general;Hisenda 100;;agosto
3913;BBVA;Compte;22/08/2024;agosto;2024;50.0;0.0;Ingr‚s;ingres_general;Hisenda 50 2;;agosto
3914;Efectiu;;21/08/2024;agosto;2024;0.0;4.27;C…rrec;menjar;Novavenda;;agosto
3915;BBVA;DŠbit;22/08/2024;agosto;2024;0.0;16.09;C…rrec;menjar;Novavenda;;agosto
3916;BBVA;DŠbit;23/08/2024;agosto;2024;0.0;61.4;C…rrec;gasolina;GasolinaAreaGuissona;;agosto
3917;BBVA;DŠbit;23/08/2024;agosto;2024;0.0;17.0;C…rrec;restaurant;Bar;Pizza. Diversiones;agosto
3918;BBVA;DŠbit;23/08/2024;agosto;2024;0.0;10.5;C…rrec;restaurant;Bar;Gelats. Palam¢s;agosto
3919;BBVA;Compte;25/08/2024;agosto;2024;0.0;20.0;op_banc;op_banc;Trasp…s comptes;;agosto
3920;BBVA;DŠbit;25/08/2024;agosto;2024;0.0;57.85;C…rrec;restaurant;Restaurant;Wok. Platja d'Aro;agosto
3921;BBVA;DŠbit;25/08/2024;agosto;2024;0.0;8.84;C…rrec;manteniment;LeroyMerlin;Junta wc + escaiola;agosto
3922;BBVA;Compte;25/08/2024;agosto;2024;891.06;0.0;Ingr‚s;ingres_general;Pensi¢ Enric;;agosto
3923;BBVA;Compte;25/08/2024;agosto;2024;897.46;0.0;Ingr‚s;ingres_general;Pensi¢ Isabel;;agosto
3924;Efectiu;;22/08/2024;agosto;2024;0.0;16.09;C…rrec;menjar;Novavenda;;agosto
3925;Efectiu;;25/08/2024;agosto;2024;0.0;3.4;C…rrec;menjar;Dia;;agosto
3926;Efectiu;;25/08/2024;agosto;2024;0.0;3.9;C…rrec;menjar;Fruiteria Deepak;;agosto
3927;Efectiu;;25/08/2024;agosto;2024;0.0;5.0;C…rrec;personal;Jordi;;agosto
3929;BBVA;DŠbit;25/08/2024;agosto;2024;0.0;14.94;C…rrec;neteja;Clarel;;agosto
3930;BBVA;DŠbit;25/08/2024;agosto;2024;0.0;31.72;C…rrec;menjar;AreaGuissona;;agosto
3931;Efectiu;;25/08/2024;agosto;2024;0.0;8.9;C…rrec;menjar;Pla‡a;;agosto
3932;Efectiu;;25/08/2024;agosto;2024;0.0;3.0;C…rrec;menjar;Fruiteria Deepak;;agosto
3933;BBVA;DŠbit;26/08/2024;agosto;2024;0.0;15.05;C…rrec;menjar;Dia;;agosto
3934;BBVA;DŠbit;26/08/2024;agosto;2024;0.0;2.49;C…rrec;neteja;Dia;;agosto
3935;BBVA;DŠbit;27/08/2024;agosto;2024;0.0;21.17;C…rrec;restaurant;Restaurant;McDonald's Girona;agosto
3936;BBVA;DŠbit;27/08/2024;agosto;2024;0.0;9.58;C…rrec;manteniment;Xino Sta.Coloma;Silicona. Bl+Ng;agosto
3937;BBVA;VISA;27/08/2024;agosto;2024;0.0;354.53;C…rrec;Parallar;MediaMarkt;Inducci¢ Bosch;agosto
3938;BBVA;DŠbit;27/08/2024;agosto;2024;0.0;1.79;C…rrec;manteniment;Bauhaus;Junta t¢rica WC;agosto
3939;BBVA;DŠbit;28/08/2024;agosto;2024;0.0;2.0;C…rrec;varis;Certificat/registre;Empadronament;agosto
3940;BBVA;DŠbit;28/08/2024;agosto;2024;0.0;10.45;C…rrec;menjar;Novavenda;;agosto
3941;Efectiu;;28/08/2024;agosto;2024;0.0;5.08;C…rrec;menjar;Fruiteria Deepak;;agosto
3942;LaCaixa;Compte;12/08/2024;agosto;2024;0.0;60.53;C…rrec;despesa_general;Ajunt. Arb£cies;;agosto
3943;LaCaixa;Compte;24/08/2024;agosto;2024;517.9;0.0;Ingr‚s;ingres_general;Pensi¢ no contributiva;;agosto
3944;LaCaixa;Compte;26/08/2024;agosto;2024;151.6;0.0;Ingr‚s;ingres_general;Complement Generalitat;;agosto
3945;LaCaixa;Compte;27/08/2024;agosto;2024;0.0;20.0;op_banc;op_banc;Trasp…s comptes;;agosto
3946;LaCaixa;Compte;29/08/2024;agosto;2024;0.0;430.0;op_banc;op_banc;Trasp…s comptes;;agosto
3947;BBVA;Compte;29/08/2024;agosto;2024;13.65;0.0;Ingr‚s;ingres_general;Cartera DP Petit;;agosto
3948;BBVA;Compte;29/08/2024;agosto;2024;43.91;0.0;Ingr‚s;ingres_general;Cartera DP Gran;;agosto
3950;Efectiu;;29/08/2024;agosto;2024;0.0;430.02;C…rrec;rebost;Oli Jaen.MaCarmen;;agosto
3951;BBVA;Compte;01/09/2024;septiembre;2024;0.0;13.73;C…rrec;despesa_general;Endesa;;septiembre
3952;BBVA;DŠbit;29/08/2024;agosto;2024;0.0;7.92;C…rrec;menjar;Dia;;agosto
3953;BBVA;DŠbit;01/09/2024;septiembre;2024;0.0;11.44;C…rrec;menjar;Mercadona;;septiembre
3954;BBVA;DŠbit;01/09/2024;septiembre;2024;0.0;0.0;C…rrec;menjar;LIDL;;septiembre
3955;BBVA;DŠbit;01/09/2024;septiembre;2024;0.0;9.02;C…rrec;neteja;LIDL;;septiembre
3956;BBVA;DŠbit;01/09/2024;septiembre;2024;0.0;85.79;C…rrec;menjar;LIDL;;septiembre
3957;BBVA;Compte;31/08/2024;agosto;2024;0.0;489.43;C…rrec;despesa_general;Hipoteca;;agosto
3958;BBVA;Compte;31/08/2024;agosto;2024;0.0;337.14;C…rrec;despesa_general;CrŠdit Cotxe;;agosto
3959;BBVA;Compte;01/09/2024;septiembre;2024;0.0;70.0;op_banc;op_banc;Reintegre Caixer;;septiembre
3960;BBVA;DŠbit;02/09/2024;septiembre;2024;0.0;8.15;C…rrec;menjar;Dia;;septiembre
3961;BBVA;Compte;02/09/2024;septiembre;2024;0.0;25.75;C…rrec;asseguran‡a;Ocaso;;septiembre
3962;BBVA;Compte;02/09/2024;septiembre;2024;0.0;61.6;C…rrec;despesa_general;Piscina;;septiembre
3963;BBVA;Compte;02/09/2024;septiembre;2024;0.0;38.4;C…rrec;asseguran‡a;BBVA Asseg. Casa;;septiembre
3964;BBVA;Compte;04/09/2024;septiembre;2024;0.0;14.63;C…rrec;asseguran‡a;DP Morts Enric;;septiembre
3965;BBVA;Compte;04/09/2024;septiembre;2024;0.0;200.0;C…rrec;despesa_general;PJ Isabel;;septiembre
3966;Efectiu;;05/09/2024;septiembre;2024;0.0;55.0;C…rrec;despesa_general;Lloguer Parking;;septiembre
3967;BBVA;Compte;04/09/2024;septiembre;2024;0.0;20.98;C…rrec;asseguran‡a;DP MP Mireia;;septiembre
3968;BBVA;DŠbit;04/09/2024;septiembre;2024;0.0;22.98;C…rrec;menjar;Dia;;septiembre
3969;BBVA;DŠbit;05/09/2024;septiembre;2024;0.0;3.99;C…rrec;menjar;Dia;;septiembre
3970;BBVA;Compte;05/09/2024;septiembre;2024;0.0;181.14;op_banc;op_banc;Pago VISA;;septiembre
3971;BBVA;VISA;03/09/2024;septiembre;2024;0.0;475.8;C…rrec;varis;Viatges;Apartament Hondarribia;septiembre
3972;Efectiu;;08/09/2024;septiembre;2024;0.0;4.0;C…rrec;menjar;Pla‡a;;septiembre
3973;Efectiu;;08/09/2024;septiembre;2024;0.0;3.0;C…rrec;menjar;Fruiteria Deepak;;septiembre
3974;Efectiu;;08/09/2024;septiembre;2024;0.0;6.35;C…rrec;menjar;Pa i pastisseria;;septiembre
3975;BBVA;DŠbit;06/09/2024;septiembre;2024;0.0;7.79;C…rrec;menjar;Dia;;septiembre
3976;BBVA;DŠbit;09/09/2024;septiembre;2024;0.0;6.3;C…rrec;menjar;Dia;;septiembre
3977;BBVA;DŠbit;08/09/2024;septiembre;2024;0.0;15.28;C…rrec;menjar;Can Rinsa;;septiembre
3978;Efectiu;;10/09/2024;septiembre;2024;0.0;4.6;C…rrec;menjar;Fruiteria Deepak;;septiembre
3979;BBVA;DŠbit;10/09/2024;septiembre;2024;0.0;18.65;C…rrec;menjar;Dia;;septiembre
3980;BBVA;Compte;11/09/2024;septiembre;2024;450.0;0.0;op_banc;op_banc;Trasp…s comptes;;septiembre
3981;LaCaixa;Compte;11/09/2024;septiembre;2024;0.0;60.53;C…rrec;despesa_general;Ajunt. Arb£cies;;septiembre
3982;LaCaixa;Compte;10/09/2024;septiembre;2024;0.0;500.0;op_banc;op_banc;Trasp…s comptes;;septiembre
3983;LaCaixa;Compte;07/09/2024;septiembre;2024;0.0;50.0;op_banc;op_banc;Trasp…s comptes;;septiembre
3984;Efectiu;;11/09/2024;septiembre;2024;0.0;5.0;C…rrec;personal;Jordi;;septiembre
3985;Efectiu;;11/09/2024;septiembre;2024;0.0;2.96;C…rrec;menjar;Fruiteria Deepak;;septiembre
3987;Efectiu;;11/09/2024;septiembre;2024;0.0;12.24;C…rrec;neteja;Clarel;;septiembre
3988;BBVA;DŠbit;12/09/2024;septiembre;2024;0.0;56.75;C…rrec;gasolina;GasolinaAreaGuissona;;septiembre
3989;Efectiu;;12/09/2024;septiembre;2024;0.0;8.24;C…rrec;menjar;Novavenda;;septiembre
3990;Efectiu;;12/09/2024;septiembre;2024;0.0;5.85;C…rrec;rebost;Novavenda;;septiembre
3991;BBVA;DŠbit;12/09/2024;septiembre;2024;0.0;40.0;C…rrec;roba;Altre roba;Regal Quim+samarreta;septiembre
3992;BBVA;DŠbit;12/09/2024;septiembre;2024;0.0;8.05;C…rrec;varis;Fotos Clarel;Olga Coris;septiembre
3993;BBVA;DŠbit;13/09/2024;septiembre;2024;0.0;1.05;C…rrec;varis;Parking;Sta. Caterina;septiembre
3994;BBVA;DŠbit;13/09/2024;septiembre;2024;0.0;5.15;C…rrec;restaurant;Bar;Girona;septiembre
3995;BBVA;Compte;13/09/2024;septiembre;2024;300.0;0.0;op_banc;op_banc;Trasp…s comptes;;septiembre
3996;BBVA;DŠbit;14/09/2024;septiembre;2024;0.0;27.31;C…rrec;menjar;Dia;;septiembre
3997;BBVA;DŠbit;14/09/2024;septiembre;2024;0.0;6.4;C…rrec;restaurant;Bar;Luxe.Palam¢s;septiembre
3998;BBVA;DŠbit;15/09/2024;septiembre;2024;0.0;27.7;C…rrec;gasolina;GasolinaAreaGuissona;;septiembre
3999;BBVA;Compte;16/09/2024;septiembre;2024;22.0;0.0;Ingr‚s;ingres_extra;Feina Foto;Olga Coris. Bizum;septiembre
4000;BBVA;DŠbit;15/09/2024;septiembre;2024;0.0;30.0;C…rrec;gasolina;Gasolina altres;Autopista;septiembre
4001;BBVA;Compte;16/09/2024;septiembre;2024;0.0;43.8;C…rrec;despesa_general;Lowi;;septiembre
4002;BBVA;DŠbit;16/09/2024;septiembre;2024;0.0;21.09;C…rrec;menjar;Alcampo;;septiembre
4003;BBVA;DŠbit;16/09/2024;septiembre;2024;0.0;1.0;C…rrec;neteja;Alcampo;;septiembre
4004;BBVA;DŠbit;17/09/2024;septiembre;2024;0.0;25.17;C…rrec;restaurant;Restaurant;KFC Ir£n;septiembre
4005;BBVA;DŠbit;16/09/2024;septiembre;2024;0.0;56.2;C…rrec;gasolina;Gasolina altres;Ir£n;septiembre
4006;BBVA;DŠbit;17/09/2024;septiembre;2024;0.0;3.35;C…rrec;menjar;Pa i pastisseria;;septiembre
4007;Efectiu;;15/09/2024;septiembre;2024;0.0;5.0;C…rrec;personal;Enric;;septiembre
4008;Efectiu;;15/09/2024;septiembre;2024;0.0;5.0;C…rrec;personal;Jordi;;septiembre
4009;Efectiu;;15/09/2024;septiembre;2024;0.0;3.0;C…rrec;menjar;Fruiteria Bayes;;septiembre
4010;Efectiu;;15/09/2024;septiembre;2024;0.0;1.82;C…rrec;menjar;Fruiteria Deepak;;septiembre
4011;BBVA;DŠbit;19/09/2024;septiembre;2024;0.0;13.05;C…rrec;varis;Autopista;;septiembre
4012;BBVA;DŠbit;18/09/2024;septiembre;2024;0.0;13.8;C…rrec;restaurant;Bar;Tapes. Bilbao K2;septiembre
4013;BBVA;DŠbit;18/09/2024;septiembre;2024;0.0;2.91;C…rrec;restaurant;Bar;;septiembre
4014;BBVA;DŠbit;18/09/2024;septiembre;2024;0.0;8.15;C…rrec;varis;Transport;Bus S.Sebasti…;septiembre
4015;BBVA;DŠbit;18/09/2024;septiembre;2024;0.0;15.3;C…rrec;varis;Autopista;;septiembre
4016;BBVA;DŠbit;19/09/2024;septiembre;2024;0.0;6.72;C…rrec;menjar;LIDL;;septiembre
4017;BBVA;DŠbit;19/09/2024;septiembre;2024;0.0;97.7;C…rrec;restaurant;Restaurant;Ondarribi;septiembre
4018;BBVA;DŠbit;20/09/2024;septiembre;2024;0.0;48.5;C…rrec;gasolina;Gasolina altres;EasyGas. Ir£n;septiembre
4019;BBVA;DŠbit;20/09/2024;septiembre;2024;0.0;90.7;C…rrec;restaurant;Restaurant;Osca;septiembre
4020;BBVA;DŠbit;18/09/2024;septiembre;2024;0.0;4.3;C…rrec;varis;Parking;Sant Jean de Luz;septiembre
4021;BBVA;DŠbit;18/09/2024;septiembre;2024;0.0;30.5;C…rrec;restaurant;Bar;Platja Ibarritz;septiembre
4022;BBVA;DŠbit;22/09/2024;septiembre;2024;0.0;2.0;C…rrec;varis;Parking;Biarritz;septiembre
4023;BBVA;DŠbit;20/09/2024;septiembre;2024;0.0;30.0;C…rrec;gasolina;Gasolina altres;Autopista;septiembre
4024;BBVA;DŠbit;21/09/2024;septiembre;2024;0.0;27.89;C…rrec;menjar;Aldi;;septiembre
4025;BBVA;DŠbit;21/09/2024;septiembre;2024;0.0;12.16;C…rrec;menjar;Dia;;septiembre
4026;BBVA;Compte;22/09/2024;septiembre;2024;0.0;40.0;op_banc;op_banc;Trasp…s comptes;;septiembre
4027;Efectiu;;22/09/2024;septiembre;2024;0.0;15.0;C…rrec;personal;Jordi;;septiembre
4028;LaCaixa;Compte;13/09/2024;septiembre;2024;0.0;400.0;op_banc;op_banc;Trasp…s comptes;;septiembre
4029;Efectiu;;22/09/2024;septiembre;2024;0.0;8.25;C…rrec;menjar;Fruiteria Deepak;;septiembre
4030;T.CorteIngl‚s;T.CorteIngl‚s;15/09/2024;septiembre;2024;0.0;53.9;C…rrec;restaurant;Restaurant;Tapes Hondarribia;septiembre
4031;T.CorteIngl‚s;T.CorteIngl‚s;15/09/2024;septiembre;2024;0.0;38.2;C…rrec;restaurant;Restaurant;Itxaropena.Hondarribia;septiembre
4032;T.CorteIngl‚s;T.CorteIngl‚s;16/09/2024;septiembre;2024;0.0;86.7;C…rrec;restaurant;Restaurant;il capo. Hondarribia;septiembre
4033;T.CorteIngl‚s;T.CorteIngl‚s;17/09/2024;septiembre;2024;0.0;136.9;C…rrec;restaurant;Restaurant;Trikuharri. S.Sebastian;septiembre
4034;T.CorteIngl‚s;T.CorteIngl‚s;17/09/2024;septiembre;2024;0.0;43.0;C…rrec;restaurant;Restaurant;Bergara. S.Sebastian;septiembre
4035;T.CorteIngl‚s;T.CorteIngl‚s;24/09/2024;septiembre;2024;0.0;64.5;C…rrec;restaurant;Restaurant;Creps. Biarritz;septiembre
4036;T.CorteIngl‚s;T.CorteIngl‚s;18/09/2024;septiembre;2024;0.0;40.0;C…rrec;restaurant;Restaurant;Ostres.Biarritz;septiembre
4037;T.CorteIngl‚s;T.CorteIngl‚s;18/09/2024;septiembre;2024;0.0;59.0;C…rrec;restaurant;Restaurant;Barnka. Hondarribia;septiembre
4038;T.CorteIngl‚s;T.CorteIngl‚s;19/09/2024;septiembre;2024;0.0;0.0;C…rrec;restaurant;Restaurant;Tapes. Bilbao;septiembre
4039;T.CorteIngl‚s;T.CorteIngl‚s;19/09/2024;septiembre;2024;0.0;26.8;C…rrec;restaurant;Restaurant;Iturriza. Bilbao;septiembre
4040;BBVA;Compte;24/09/2024;septiembre;2024;50.0;0.0;Ingr‚s;ingres_general;Hisenda 50 1;;septiembre
