idIngres;Banc;Data;dia;mes;any;Categoria;Concepte;Import;comentari;cobrat
275;LaCaixa;25/10/2024;25;octubre;2024.0;ingres_general;Pensió no contributiva;517,9;;cobrat
276;LaCaixa;25/10/2024;25;octubre;2024.0;ingres_general;Complement Generalitat;151,6;;cobrat
277;BBVA;30/10/2024;30;octubre;2024.0;ingres_general;Hisenda 50 1;50;;cobrat
278;BBVA;30/10/2024;30;octubre;2024.0;ingres_general;Hisenda 100;100;;cobrat
279;BBVA;30/10/2024;30;octubre;2024.0;ingres_general;Hisenda 50 2;50;;cobrat
280;Efectiu;21/11/2024;21;noviembre;2024.0;ingres_extra;Feina Horeca;600;Calendaris Dentista;cobrat
281;BBVA;25/11/2024;25;noviembre;2024.0;ingres_general;Pensió Enric;891,06;;cobrat
282;BBVA;25/11/2024;25;noviembre;2024.0;ingres_general;Pensió Isabel;897,46;;cobrat
283;BBVA;25/11/2024;25;noviembre;2024.0;ingres_general;Cartera DP Gran;43,91;;cobrat
284;BBVA;25/11/2024;25;noviembre;2024.0;ingres_general;Cartera DP Petit;13,68;;cobrat
285;LaCaixa;25/11/2024;25;noviembre;2024.0;ingres_general;Pensió no contributiva;1035,8;;cobrat
286;BBVA;25/11/2024;25;noviembre;2024.0;ingres_general;Paga extra Enric;891,06;;cobrat
287;BBVA;25/11/2024;25;noviembre;2024.0;ingres_general;Paga extra Isa;897,46;;cobrat
288;LaCaixa;25/11/2024;25;noviembre;2024.0;ingres_general;Complement Generalitat;151,6;;cobrat
289;BBVA;30/11/2024;30;noviembre;2024.0;ingres_general;Hisenda 50 1;50;;cobrat
290;BBVA;30/11/2024;30;noviembre;2024.0;ingres_general;Hisenda 100;100;;cobrat
291;BBVA;30/11/2024;30;noviembre;2024.0;ingres_general;Hisenda 50 2;50;;cobrat
292;BBVA;30/11/2024;30;noviembre;2024.0;ingres_extra;Subvenció;343,31;Bo social;cobrat
293;Efectiu;30/11/2024;30;noviembre;2024.0;ingres_extra;Feina Horeca;300;Estovalles Xarrup 3000;cobrat
294;Efectiu;05/12/2024;05;diciembre;2024.0;ingres_extra;Feina Foto;53;Fotos Olga Coris;cobrat
295;Efectiu;20/12/2024;20;diciembre;2024.0;ingres_extra;Feina Foto;48;Calendaris Paqui Moreno;cobrat
296;BBVA;20/12/2024;20;diciembre;2024.0;ingres_extra;Feina Foto;36;Felicitacions Bonilla;cobrat
297;BBVA;25/12/2024;25;diciembre;2024.0;ingres_general;Pensió Enric;891,06;;cobrat
298;BBVA;25/12/2024;25;diciembre;2024.0;ingres_general;Pensió Isabel;897,46;;cobrat
299;BBVA;25/12/2024;25;diciembre;2024.0;ingres_general;Cartera DP Gran;43,91;;cobrat
300;BBVA;25/12/2024;25;diciembre;2024.0;ingres_general;Cartera DP Petit;15,93;;cobrat
301;LaCaixa;25/12/2024;25;diciembre;2024.0;ingres_general;Pensió no contributiva;517,9;;cobrat
302;LaCaixa;25/12/2024;25;diciembre;2024.0;ingres_general;Complement Generalitat;151,6;;cobrat
303;BBVA;30/12/2024;30;diciembre;2024.0;ingres_general;Hisenda 50 1;50;;cobrat
304;BBVA;30/12/2024;30;diciembre;2024.0;ingres_general;Hisenda 100;100;;cobrat
305;BBVA;30/12/2024;30;diciembre;2024.0;ingres_general;Hisenda 50 2;50;;cobrat
306;Efectiu;11/01/2025;11;enero;2025.0;ingres_extra;Feina Foto;300;Festa Lidia Cerrillo;cobrat
307;Efectiu;16/01/2025;16;enero;2025.0;ingres_extra;Feina Foto;30;Fotos Paqui Moreno;cobrat
308;BBVA;21/01/2025;21;enero;2025.0;ingres_general;Hisenda 50 1;50;;cobrat
309;BBVA;21/01/2025;21;enero;2025.0;ingres_general;Hisenda 100;100;;cobrat
310;BBVA;21/01/2025;21;enero;2025.0;ingres_general;Hisenda 50 2;50;;cobrat
311;BBVA;25/01/2025;25;enero;2025.0;ingres_general;Pensió Enric;916,01;;cobrat
312;BBVA;25/01/2025;25/01/1900;enero;2025.0;ingres_general;Pensió Isabel;926,13;;cobrat
313;LaCaixa;25/01/2025;25;enero;2025.0;ingres_general;Pensió no contributiva;564,7;;cobrat
314;LaCaixa;25/01/2025;25;enero;2025.0;ingres_general;Complement Generalitat;119,67;;cobrat
315;BBVA;29/01/2025;29;enero;2025.0;ingres_general;Cartera DP Gran;63,26;;cobrat
316;BBVA;29/01/2025;29;enero;2025.0;ingres_general;Cartera DP Petit;18,02;;cobrat
317;BBVA;04/02/2025;04;febrero;2025.0;ingres_extra;Venda Articles;1750;Venda Or;cobrat
318;Efectiu;08/02/2025;08;febrero;2025.0;ingres_extra;Venda Articles;925;Venta Or. Girona;cobrat
319;BBVA;21/02/2025;21;febrero;2025.0;ingres_general;Hisenda 50 1;50;;cobrat
320;BBVA;21/02/2025;21;febrero;2025.0;ingres_general;Hisenda 100;100;;cobrat
321;BBVA;21/02/2025;21;febrero;2025.0;ingres_general;Hisenda 50 2;50;;cobrat
322;BBVA;25/02/2025;25;febrero;2025.0;ingres_general;Pensió Enric;916,01;;cobrat
323;BBVA;25/02/2025;25;febrero;2025.0;ingres_general;Pensió Isabel;926,13;;cobrat
324;BBVA;25/02/2025;25;febrero;2025.0;ingres_general;Cartera DP Gran;42,01;;cobrat
325;BBVA;25/02/2025;25;febrero;2025.0;ingres_general;Cartera DP Petit;14,058;;cobrat
326;LaCaixa;25/02/2025;25;febrero;2025.0;ingres_general;Pensió no contributiva;564,7;;cobrat
327;LaCaixa;25/02/2025;25;febrero;2025.0;ingres_general;Complement Generalitat;119,67;;cobrat
328;BBVA;21/03/2025;21;marzo;2025.0;ingres_general;Hisenda 50 1;50;;cobrat
329;BBVA;21/03/2025;21;marzo;2025.0;ingres_general;Hisenda 100;100;;cobrat
330;BBVA;21/03/2025;21;marzo;2025.0;ingres_general;Hisenda 50 2;50;;cobrat
331;BBVA;25/03/2025;25;marzo;2025.0;ingres_general;Pensió Enric;916,01;;cobrat
332;BBVA;25/03/2025;25;marzo;2025.0;ingres_general;Pensió Isabel;926,13;;cobrat
333;BBVA;25/03/2025;25;marzo;2025.0;ingres_general;Cartera DP Gran;42,01;;cobrat
334;BBVA;25/03/2025;25;marzo;2025.0;ingres_general;Cartera DP Petit;14,35;;cobrat
335;LaCaixa;25/03/2025;25;marzo;2025.0;ingres_general;Pensió no contributiva;564,7;;cobrat
336;LaCaixa;25/03/2025;25;marzo;2025.0;ingres_general;Complement Generalitat;119,67;;cobrat
337;BBVA;21/04/2025;21;abril;2025.0;ingres_general;Hisenda 50 1;50;;cobrat
338;BBVA;21/04/2025;21;abril;2025.0;ingres_general;Hisenda 100;100;;cobrat
339;BBVA;21/04/2025;21;abril;2025.0;ingres_general;Hisenda 50 2;50;;cobrat
340;BBVA;25/04/2025;25;abril;2025.0;ingres_general;Pensió Enric;916,01;;cobrat
341;BBVA;25/04/2025;25;abril;2025.0;ingres_general;Pensió Isabel;926,13;;cobrat
342;BBVA;25/04/2025;25;abril;2025.0;ingres_general;Cartera DP Gran;45,3;;cobrat
343;BBVA;25/04/2025;25;abril;2025.0;ingres_general;Cartera DP Petit;19,65;;cobrat
344;LaCaixa;25/04/2025;25;abril;2025.0;ingres_general;Pensió no contributiva;564,7;;cobrat
345;LaCaixa;25/04/2025;25;abril;2025.0;ingres_general;Complement Generalitat;119,67;;cobrat
346;BBVA;30/04/2025;30;abril;2025.0;ingres_extra;Devolució Hisenda;142,19;;cobrat
347;BBVA;21/05/2025;21;mayo;2025.0;ingres_general;Hisenda 50 1;50;;cobrat
348;BBVA;21/05/2025;21;mayo;2025.0;ingres_general;Hisenda 100;100;;cobrat
349;BBVA;21/05/2025;21;mayo;2025.0;ingres_general;Hisenda 50 2;50;;cobrat
350;BBVA;25/05/2025;25;mayo;2025.0;ingres_general;Pensió Enric;916,01;;cobrat
351;BBVA;25/05/2025;25;mayo;2025.0;ingres_general;Pensió Isabel;926,13;;cobrat
352;BBVA;25/05/2025;25;mayo;2025.0;ingres_general;Cartera DP Gran;42,01;;cobrat
353;BBVA;25/05/2025;25;mayo;2025.0;ingres_general;Cartera DP Petit;35,06;;cobrat
354;LaCaixa;25/05/2025;25;mayo;2025.0;ingres_general;Pensió no contributiva;564,7;;cobrat
355;LaCaixa;25/05/2025;25;mayo;2025.0;ingres_general;Complement Generalitat;119,67;;cobrat
356;BBVA;21/06/2025;21;junio;2025.0;ingres_general;Hisenda 50 1;50;;cobrat
357;BBVA;21/06/2025;21;junio;2025.0;ingres_general;Hisenda 100;100;;cobrat
358;BBVA;21/06/2025;21;junio;2025.0;ingres_general;Hisenda 50 2;50;;cobrat
359;BBVA;25/06/2025;25;junio;2025.0;ingres_general;Pensió Enric;916,01;;cobrat
360;BBVA;25/06/2025;25;junio;2025.0;ingres_general;Pensió Isabel;926,13;;cobrat
361;BBVA;25/06/2025;25;junio;2025.0;ingres_general;Paga extra Enric;916,01;;cobrat
362;BBVA;25/06/2025;25;junio;2025.0;ingres_general;Paga extra Isa;926,13;;cobrat
363;BBVA;25/06/2025;25;junio;2025.0;ingres_general;Cartera DP Gran;42,01;;cobrat
364;BBVA;25/06/2025;25;junio;2025.0;ingres_general;Cartera DP Petit;17,25;;cobrat
365;LaCaixa;25/06/2025;25;junio;2025.0;ingres_general;Pensió no contributiva;1129,4;;cobrat
366;LaCaixa;25/06/2025;25;junio;2025.0;ingres_general;Complement Generalitat;119,67;;cobrat
367;Efectiu;15/07/2025;15;julio;2025.0;ingres_extra;Feina Horeca;350;Estovalles Xarrup;cobrat
368;BBVA;18/07/2025;18;julio;2025.0;ingres_extra;Feina Foto;50;Olga Coris 74 10x15;cobrat
369;BBVA;21/07/2025;21;julio;2025.0;ingres_general;Hisenda 50 1;50;;cobrat
370;BBVA;21/07/2025;21;julio;2025.0;ingres_general;Hisenda 100;100;;cobrat
371;BBVA;21/07/2025;21;julio;2025.0;ingres_general;Hisenda 50 2;50;;cobrat
372;BBVA;25/07/2025;25;julio;2025.0;ingres_general;Pensió Enric;916,01;;cobrat
373;BBVA;25/07/2025;25;julio;2025.0;ingres_general;Pensió Isabel;926,13;;cobrat
374;BBVA;25/07/2025;25;julio;2025.0;ingres_general;Cartera DP Gran;45,3;;cobrat
375;BBVA;25/07/2025;25;julio;2025.0;ingres_general;Cartera DP Petit;19,89;;cobrat
376;LaCaixa;25/07/2025;25;julio;2025.0;ingres_general;Pensió no contributiva;564,7;;cobrat
377;LaCaixa;25/07/2025;25;julio;2025.0;ingres_general;Complement Generalitat;119,67;;cobrat
378;BBVA;21/08/2025;21;agosto;2025.0;ingres_general;Hisenda 50 1;50;;cobrat
379;BBVA;21/08/2025;21;agosto;2025.0;ingres_general;Hisenda 100;100;;cobrat
380;BBVA;21/08/2025;21;agosto;2025.0;ingres_general;Hisenda 50 2;50;;cobrat
381;BBVA;25/08/2025;25;agosto;2025.0;ingres_general;Pensió Enric;916,01;;cobrat
382;BBVA;25/08/2025;25;agosto;2025.0;ingres_general;Pensió Isabel;926,13;;cobrat
383;BBVA;25/08/2025;25;agosto;2025.0;ingres_general;Cartera DP Gran;42,01;;cobrat
384;BBVA;25/08/2025;25;agosto;2025.0;ingres_general;Cartera DP Petit;15,26;;cobrat
385;LaCaixa;25/08/2025;25;agosto;2025.0;ingres_general;Pensió no contributiva;564,7;;cobrat
386;LaCaixa;25/08/2025;25;agosto;2025.0;ingres_general;Complement Generalitat;119,67;;cobrat
387;BBVA;06/09/2025;06;septiembre;2025.0;ingres_extra;Feina Foto;280;festa Lidia ;cobrat
388;BBVA;21/09/2025;21;septiembre;2025.0;ingres_general;Hisenda 50 1;50;;cobrat
389;BBVA;21/09/2025;21;septiembre;2025.0;ingres_general;Hisenda 100;100;;cobrat
390;BBVA;21/09/2025;21;septiembre;2025.0;ingres_general;Hisenda 50 2;50;;cobrat
391;BBVA;25/09/2025;25;septiembre;2025.0;ingres_general;Pensió Enric;916,01;;cobrat
392;BBVA;25/09/2025;25;septiembre;2025.0;ingres_general;Pensió Isabel;926,13;;cobrat
393;BBVA;25/09/2025;25;septiembre;2025.0;ingres_general;Cartera DP Gran;42,01;;cobrat
394;BBVA;25/09/2025;25;septiembre;2025.0;ingres_general;Cartera DP Petit;15,26;;cobrat
395;LaCaixa;25/09/2025;25;septiembre;2025.0;ingres_general;Pensió no contributiva;564,7;;cobrat
396;LaCaixa;25/09/2025;25;septiembre;2025.0;ingres_general;Complement Generalitat;119,67;;cobrat
397;BBVA;21/10/2025;21;octubre;2025.0;ingres_general;Hisenda 50 1;50;;cobrat
398;BBVA;21/10/2025;21;octubre;2025.0;ingres_general;Hisenda 100;100;;cobrat
399;BBVA;21/10/2025;21;octubre;2025.0;ingres_general;Hisenda 50 2;50;;cobrat
400;BBVA;25/10/2025;25;octubre;2025.0;ingres_general;Pensió Enric;916,01;;cobrat
401;BBVA;25/10/2025;25;octubre;2025.0;ingres_general;Pensió Isabel;926,13;;cobrat
402;BBVA;25/10/2025;25;octubre;2025.0;ingres_general;Cartera DP Gran;45,3;;cobrat
403;BBVA;25/10/2025;25;octubre;2025.0;ingres_general;Cartera DP Petit;19,9;;cobrat
404;LaCaixa;25/10/2025;25;octubre;2025.0;ingres_general;Pensió no contributiva;564,7;;cobrat
405;LaCaixa;25/10/2025;25;octubre;2025.0;ingres_general;Complement Generalitat;119,67;;cobrat
406;BBVA;21/11/2025;21;noviembre;2025.0;ingres_general;Hisenda 50 1;50;;cobrat
407;BBVA;21/11/2025;21;noviembre;2025.0;ingres_general;Hisenda 100;100;;cobrat
408;BBVA;21/11/2025;21;noviembre;2025.0;ingres_general;Hisenda 50 2;50;;cobrat
409;BBVA;25/11/2025;25;noviembre;2025.0;ingres_general;Pensió Enric;916,01;;cobrat
410;BBVA;25/11/2025;25;noviembre;2025.0;ingres_general;Pensió Isabel;926,13;;cobrat
411;BBVA;25/11/2025;25;noviembre;2025.0;ingres_general;Cartera DP Gran;42,01;;cobrat
412;BBVA;25/11/2025;25;noviembre;2025.0;ingres_general;Cartera DP Petit;15,28;;cobrat
413;LaCaixa;25/11/2025;25;noviembre;2025.0;ingres_general;Pensió no contributiva;1129,4;;cobrat
414;BBVA;25/11/2025;25;noviembre;2025.0;ingres_general;Paga extra Enric;916,01;;cobrat
415;BBVA;25/11/2025;25;noviembre;2025.0;ingres_general;Paga extra Isa;926,13;;cobrat
416;LaCaixa;25/11/2025;25;noviembre;2025.0;ingres_general;Complement Generalitat;119,67;;cobrat
417;BBVA;15/12/2025;15;diciembre;2025.0;ingres_extra;Subvenció;334,9;Bo social energètic;cobrat
418;BBVA;21/12/2025;21;diciembre;2025.0;ingres_general;Hisenda 50 1;50;;cobrat
419;BBVA;21/12/2025;21;diciembre;2025.0;ingres_general;Hisenda 100;100;;cobrat
420;BBVA;21/12/2025;21;diciembre;2025.0;ingres_general;Hisenda 50 2;50;;cobrat
421;BBVA;25/12/2025;25;diciembre;2025.0;ingres_general;Pensió Enric;916,01;;cobrat
422;BBVA;25/12/2025;25;diciembre;2025.0;ingres_general;Pensió Isabel;926,13;;cobrat
423;BBVA;25/12/2025;25;diciembre;2025.0;ingres_general;Cartera DP Gran;42,01;;cobrat
424;BBVA;25/12/2025;25;diciembre;2025.0;ingres_general;Cartera DP Petit;17,7;;cobrat
425;LaCaixa;25/12/2025;25;diciembre;2025.0;ingres_general;Pensió no contributiva;564,7;;cobrat
426;LaCaixa;25/12/2025;25;diciembre;2025.0;ingres_general;Complement Generalitat;119,67;;cobrat
427;BBVA;21/01/2026;21;enero;2026.0;ingres_general;Hisenda 50 1;50;;cobrat
428;BBVA;21/01/2026;21;enero;2026.0;ingres_general;Hisenda 100;100;;cobrat
429;BBVA;21/01/2026;21;enero;2026.0;ingres_general;Hisenda 50 2;50;;cobrat
430;BBVA;25/01/2026;25;enero;2026.0;ingres_general;Pensió Enric;940,74;;cobrat
431;BBVA;25/01/2026;25/01/1900;enero;2026.0;ingres_general;Pensió Isabel;951,2;;cobrat
432;LaCaixa;25/01/2026;25;enero;2026.0;ingres_general;Pensió no contributiva;628,8;;cobrat
433;BBVA;25/08/2026;25;agosto;2026.0;ingres_general;Pensió Enric;940,74;;pendent
434;LaCaixa;25/01/2026;25;enero;2026.0;ingres_general;Complement Generalitat;119,67;;cobrat
435;BBVA;29/01/2026;29;enero;2026.0;ingres_general;Cartera DP Gran;73,06;;cobrat
436;BBVA;29/01/2026;29;enero;2026.0;ingres_general;Cartera DP Petit;19,41;;cobrat
437;BBVA;21/02/2026;21;febrero;2026.0;ingres_general;Hisenda 50 1;50;;cobrat
438;BBVA;21/02/2026;21;febrero;2026.0;ingres_general;Hisenda 100;100;;cobrat
439;BBVA;21/02/2026;21;febrero;2026.0;ingres_general;Hisenda 50 2;50;;cobrat
440;BBVA;25/02/2026;25;febrero;2026.0;ingres_general;Pensió Enric;940,74;;cobrat
441;BBVA;25/02/2026;25;febrero;2026.0;ingres_general;Pensió Isabel;951,2;;cobrat
442;BBVA;25/02/2026;25;febrero;2026.0;ingres_general;Cartera DP Gran;51,99;;cobrat
443;BBVA;25/02/2026;25;febrero;2026.0;ingres_general;Cartera DP Petit;14,94;;cobrat
444;LaCaixa;25/02/2026;25;febrero;2026.0;ingres_general;Pensió no contributiva;628,8;;cobrat
445;LaCaixa;25/02/2026;25;febrero;2026.0;ingres_general;Complement Generalitat;68,25;;cobrat
446;BBVA;21/03/2026;21;marzo;2026.0;ingres_general;Hisenda 50 1;50;;cobrat
447;BBVA;21/03/2026;21;marzo;2026.0;ingres_general;Hisenda 100;100;;cobrat
448;BBVA;21/03/2026;21;marzo;2026.0;ingres_general;Hisenda 50 2;50;;cobrat
449;BBVA;25/03/2026;25;marzo;2026.0;ingres_general;Pensió Enric;940,74;;cobrat
450;BBVA;25/03/2026;25;marzo;2026.0;ingres_general;Pensió Isabel;951,2;;cobrat
451;BBVA;25/03/2026;25;marzo;2026.0;ingres_general;Cartera DP Gran;45,4;;cobrat
452;BBVA;25/03/2026;25;marzo;2026.0;ingres_general;Cartera DP Petit;;;cobrat
453;LaCaixa;25/03/2026;25;marzo;2026.0;ingres_general;Pensió no contributiva;628,8;;cobrat
454;LaCaixa;25/03/2026;25;marzo;2026.0;ingres_general;Complement Generalitat;68,25;;cobrat
455;BBVA;21/04/2026;21;abril;2026.0;ingres_general;Hisenda 50 1;50;;cobrat
456;BBVA;21/04/2026;21;abril;2026.0;ingres_general;Hisenda 100;100;;cobrat
457;BBVA;21/04/2026;21;abril;2026.0;ingres_general;Hisenda 50 2;50;;cobrat
458;BBVA;25/04/2026;25;abril;2026.0;ingres_general;Pensió Enric;940,74;;cobrat
459;BBVA;25/04/2026;25;abril;2026.0;ingres_general;Pensió Isabel;951,2;;cobrat
460;BBVA;25/04/2026;25;abril;2026.0;ingres_general;Cartera DP Gran;48,89;;cobrat
461;BBVA;25/04/2026;25;abril;2026.0;ingres_general;Cartera DP Petit;20,11;;cobrat
462;LaCaixa;25/04/2026;25;abril;2026.0;ingres_general;Pensió no contributiva;628,8;;cobrat
463;LaCaixa;25/04/2026;25;abril;2026.0;ingres_general;Complement Generalitat;68,25;;cobrat
464;BBVA;21/05/2026;21;mayo;2026.0;ingres_general;Hisenda 50 1;50;;cobrat
465;BBVA;21/05/2026;21;mayo;2026.0;ingres_general;Hisenda 100;100;;cobrat
466;BBVA;21/05/2026;21;mayo;2026.0;ingres_general;Hisenda 50 2;50;;cobrat
467;BBVA;25/05/2026;25;mayo;2026.0;ingres_general;Pensió Enric;940,74;;cobrat
468;BBVA;25/05/2026;25;mayo;2026.0;ingres_general;Pensió Isabel;951,2;;cobrat
469;BBVA;25/05/2026;25;mayo;2026.0;ingres_general;Cartera DP Gran;41,9;;cobrat
470;BBVA;25/05/2026;25;mayo;2026.0;ingres_general;Cartera DP Petit;35,48;;cobrat
471;LaCaixa;25/05/2026;25;mayo;2026.0;ingres_general;Pensió no contributiva;628,8;;cobrat
472;LaCaixa;25/05/2026;25;mayo;2026.0;ingres_general;Complement Generalitat;68,25;;cobrat
473;BBVA;21/06/2026;21;junio;2026.0;ingres_general;Hisenda 50 1;50;;cobrat
474;BBVA;21/06/2026;21;junio;2026.0;ingres_general;Hisenda 100;100;;cobrat
475;BBVA;21/06/2026;21;junio;2026.0;ingres_general;Hisenda 50 2;50;;cobrat
476;BBVA;25/06/2026;25;junio;2026.0;ingres_general;Pensió Enric;940,74;;pendent
477;BBVA;25/06/2026;25;junio;2026.0;ingres_general;Pensió Isabel;951,2;;pendent
478;BBVA;25/06/2026;25;junio;2026.0;ingres_general;Paga extra Enric;940,74;;pendent
479;BBVA;25/06/2026;25;junio;2026.0;ingres_general;Paga extra Isa;951,2;;pendent
480;BBVA;25/06/2026;25;junio;2026.0;ingres_general;Cartera DP Gran;56,64;;pendent
481;BBVA;25/06/2026;25;junio;2026.0;ingres_general;Cartera DP Petit;17,92;;pendent
482;LaCaixa;25/06/2026;25;junio;2026.0;ingres_general;Pensió no contributiva;1257,6;;pendent
483;LaCaixa;25/06/2026;25;junio;2026.0;ingres_general;Complement Generalitat;68,25;;pendent
484;BBVA;21/07/2026;21;julio;2026.0;ingres_general;Hisenda 50 1;50;;pendent
485;BBVA;21/07/2026;21;julio;2026.0;ingres_general;Hisenda 100;100;;pendent
486;BBVA;21/07/2026;21;julio;2026.0;ingres_general;Hisenda 50 2;50;;pendent
487;BBVA;25/07/2026;25;julio;2026.0;ingres_general;Pensió Enric;940,74;;pendent
488;BBVA;25/07/2026;25;julio;2026.0;ingres_general;Pensió Isabel;951,2;;pendent
489;BBVA;25/07/2026;25;julio;2026.0;ingres_general;Cartera DP Gran;47,02;;pendent
490;BBVA;25/07/2026;25;julio;2026.0;ingres_general;Cartera DP Petit;17,97;;pendent
491;LaCaixa;25/07/2026;25;julio;2026.0;ingres_general;Pensió no contributiva;628,8;;pendent
492;LaCaixa;25/07/2026;25;julio;2026.0;ingres_general;Complement Generalitat;68,25;;pendent
493;BBVA;21/08/2026;21;agosto;2026.0;ingres_general;Hisenda 50 1;50;;pendent
494;BBVA;21/08/2026;21;agosto;2026.0;ingres_general;Hisenda 100;100;;pendent
495;BBVA;21/08/2026;21;agosto;2026.0;ingres_general;Hisenda 50 2;50;;pendent
496;BBVA;25/08/2026;25;agosto;2026.0;ingres_general;Pensió Isabel;951,2;;pendent
497;BBVA;25/08/2026;25;agosto;2026.0;ingres_general;Cartera DP Gran;47,14;;pendent
498;BBVA;25/08/2026;25;agosto;2026.0;ingres_general;Cartera DP Petit;13,99;;pendent
499;LaCaixa;25/08/2026;25;agosto;2026.0;ingres_general;Pensió no contributiva;628,8;;pendent
500;LaCaixa;25/08/2026;25;agosto;2026.0;ingres_general;Complement Generalitat;68,25;;pendent
501;BBVA;21/09/2026;21;septiembre;2026.0;ingres_general;Hisenda 50 1;50;;pendent
502;BBVA;21/09/2026;21;septiembre;2026.0;ingres_general;Hisenda 100;100;;pendent
503;BBVA;21/09/2026;21;septiembre;2026.0;ingres_general;Hisenda 50 2;50;;pendent
504;BBVA;25/09/2026;25;septiembre;2026.0;ingres_general;Pensió Enric;940,74;;pendent
505;BBVA;25/09/2026;25;septiembre;2026.0;ingres_general;Pensió Isabel;951,2;;pendent
506;BBVA;25/09/2026;25;septiembre;2026.0;ingres_general;Cartera DP Gran;47,14;;pendent
507;BBVA;25/09/2026;25;septiembre;2026.0;ingres_general;Cartera DP Petit;13,99;;pendent
508;LaCaixa;25/09/2026;25;septiembre;2026.0;ingres_general;Pensió no contributiva;628,8;;pendent
509;LaCaixa;25/09/2026;25;septiembre;2026.0;ingres_general;Complement Generalitat;68,25;;pendent
510;BBVA;21/10/2026;21;octubre;2026.0;ingres_general;Hisenda 50 1;50;;pendent
511;BBVA;21/10/2026;21;octubre;2026.0;ingres_general;Hisenda 100;100;;pendent
512;BBVA;21/10/2026;21;octubre;2026.0;ingres_general;Hisenda 50 2;50;;pendent
513;BBVA;25/10/2026;25;octubre;2026.0;ingres_general;Pensió Enric;940,74;;pendent
514;BBVA;25/10/2026;25;octubre;2026.0;ingres_general;Pensió Isabel;951,2;;pendent
515;BBVA;25/10/2026;25;octubre;2026.0;ingres_general;Cartera DP Gran;47,14;;pendent
516;BBVA;25/10/2026;25;octubre;2026.0;ingres_general;Cartera DP Petit;13,99;;pendent
517;LaCaixa;25/10/2026;25;octubre;2026.0;ingres_general;Pensió no contributiva;628,8;;pendent
518;LaCaixa;25/10/2026;25;octubre;2026.0;ingres_general;Complement Generalitat;68,25;;pendent
519;BBVA;21/11/2026;21;noviembre;2026.0;ingres_general;Hisenda 50 1;50;;pendent
520;BBVA;21/11/2026;21;noviembre;2026.0;ingres_general;Hisenda 100;100;;pendent
521;BBVA;21/11/2026;21;noviembre;2026.0;ingres_general;Hisenda 50 2;50;;pendent
522;BBVA;25/11/2026;25;noviembre;2026.0;ingres_general;Pensió Enric;940,74;;pendent
523;BBVA;25/11/2026;25;noviembre;2026.0;ingres_general;Pensió Isabel;951,2;;pendent
524;BBVA;25/11/2026;25;noviembre;2026.0;ingres_general;Cartera DP Gran;47,14;;pendent
525;BBVA;25/11/2026;25;noviembre;2026.0;ingres_general;Cartera DP Petit;13,99;;pendent
526;LaCaixa;25/11/2026;25;noviembre;2026.0;ingres_general;Pensió no contributiva;1257,6;;pendent
527;BBVA;25/11/2026;25;noviembre;2026.0;ingres_general;Paga extra Enric;940,74;;pendent
528;BBVA;25/11/2026;25;noviembre;2026.0;ingres_general;Paga extra Isa;951,2;;pendent
529;LaCaixa;25/11/2026;25;noviembre;2026.0;ingres_general;Complement Generalitat;68,25;;pendent
530;BBVA;21/12/2026;21;diciembre;2026.0;ingres_general;Hisenda 50 1;50;;pendent
531;BBVA;21/12/2026;21;diciembre;2026.0;ingres_general;Hisenda 100;100;;pendent
532;BBVA;21/12/2026;21;diciembre;2026.0;ingres_general;Hisenda 50 2;50;;pendent
533;BBVA;25/12/2026;25;diciembre;2026.0;ingres_general;Pensió Enric;940,74;;pendent
534;BBVA;25/12/2026;25;diciembre;2026.0;ingres_general;Pensió Isabel;951,2;;pendent
535;BBVA;25/12/2026;25;diciembre;2026.0;ingres_general;Cartera DP Gran;47,14;;pendent
536;BBVA;25/12/2026;25;diciembre;2026.0;ingres_general;Cartera DP Petit;13,99;;pendent
537;LaCaixa;25/12/2026;25;diciembre;2026.0;ingres_general;Pensió no contributiva;628,8;;pendent
538;LaCaixa;25/12/2026;25;diciembre;2026.0;ingres_general;Complement Generalitat;68,25;;pendent
539;BBVA;18/12/2025;18;diciembre;2025.0;ingres_extra;Feina Foto;18;Felicitacions Natàlia Bonilla;cobrat
540;BBVA;19/12/2025;19;diciembre;2025.0;ingres_extra;Feina Foto;55;Calendaris Paqui Moreno;cobrat
541;Efectiu;15/04/2025;15/01/1900;abril;2026.0;ingres_extra;Feina Horeca;365;Estovalles Xarrup 3000;cobrat
542;BBVA;30/04/2026;30;abril;2026.0;ingres_extra;Devolució Hisenda;133,53;;cobrat
