idPago;Banc;Formapago;Data;dia;mes;any;Categoria;Concepte;Import;pagat
135;BBVA;Compte;17/05/2023;17;mayo;2023;asseguranáa;Asseguranáa Cotxe;156.07;pagat
136;BBVA;Compte;28/05/2023;28;mayo;2023;despesa_general;Hipoteca;472.91;pagat
137;BBVA;Compte;01/06/2023;1;junio;2023;despesa_general;Endesa;12.0;pagat
138;BBVA;Compte;02/06/2023;2;junio;2023;despesa_general;Ocaso;23.98;pagat
139;BBVA;Compte;04/06/2023;4;junio;2023;despesa_general;Piscina;56.0;pagat
140;LaCaixa;Compte;05/06/2023;5;junio;2023;despesa_general;Ajunt. Arb£cies;54.13;pagat
141;BBVA;Compte;07/06/2023;7;junio;2023;asseguranáa;DP MP Mireia;20.38;pagat
142;BBVA;Compte;07/06/2023;7;junio;2023;asseguranáa;DP Morts Enric;13.47;pagat
143;BBVA;Compte;07/06/2023;7;junio;2023;asseguranáa;BBVA Asseg. Casa;35.4;pagat
144;BBVA;Compte;16/06/2023;16;junio;2023;despesa_general;Lowi;43.8;pagat
145;BBVA;Compte;27/06/2023;27;junio;2023;varis;Oncolliga;12.0;pagat
146;BBVA;Compte;28/06/2023;28;junio;2023;despesa_general;Hipoteca;472.91;pagat
147;BBVA;Compte;01/07/2023;1;julio;2023;despesa_general;Endesa;15.44;pagat
148;BBVA;Compte;02/07/2023;2;julio;2023;despesa_general;Ocaso;23.98;pagat
149;Efectiu;;03/07/2023;3;julio;2023;proveidor;Trama;400.0;pagat
150;BBVA;Compte;04/07/2023;4;julio;2023;despesa_general;Piscina;56.0;pagat
151;LaCaixa;Compte;05/07/2023;5;julio;2023;despesa_general;Ajunt. Arb£cies;54.13;pagat
152;BBVA;Compte;07/07/2023;7;julio;2023;asseguranáa;DP MP Mireia;20.38;pagat
153;BBVA;Compte;07/07/2023;7;julio;2023;asseguranáa;DP Morts Enric;13.47;pagat
154;BBVA;Compte;07/07/2023;7;julio;2023;asseguranáa;BBVA Asseg. Casa;35.4;pagat
155;BBVA;Compte;17/07/2023;17;julio;2023;despesa_general;Lowi;45.28;pagat
156;BBVA;Compte;28/07/2023;28;julio;2023;despesa_general;Hipoteca;472.91;pagat
157;BBVA;Compte;01/08/2023;1;agosto;2023;despesa_general;Endesa;17.93;pagat
158;BBVA;Compte;02/08/2023;2;agosto;2023;despesa_general;Ocaso;23.98;pagat
159;BBVA;Compte;04/08/2023;4;agosto;2023;despesa_general;Piscina;56.0;pagat
160;LaCaixa;Compte;05/08/2023;5;agosto;2023;despesa_general;Ajunt. Arb£cies;54.13;pagat
161;BBVA;Compte;07/08/2023;7;agosto;2023;asseguranáa;DP MP Mireia;20.38;pagat
162;BBVA;Compte;07/08/2023;7;agosto;2023;asseguranáa;DP Morts Enric;13.47;pagat
163;BBVA;Compte;07/08/2023;7;agosto;2023;asseguranáa;BBVA Asseg. Casa;35.4;pagat
164;BBVA;Compte;12/08/2023;12;agosto;2023;despesa_general;Aigua;48.03;pagat
165;BBVA;Compte;17/08/2023;17;agosto;2023;despesa_general;Lowi;44.41;pagat
166;BBVA;Compte;28/08/2023;28;agosto;2023;despesa_general;Hipoteca;472.91;pagat
167;BBVA;Compte;01/09/2023;1;septiembre;2023;despesa_general;Endesa;11.7;pagat
168;BBVA;Compte;02/09/2023;2;septiembre;2023;despesa_general;Ocaso;23.98;pagat
169;BBVA;Compte;04/09/2023;4;septiembre;2023;despesa_general;Piscina;56.0;pagat
170;LaCaixa;Compte;05/09/2023;5;septiembre;2023;despesa_general;Ajunt. Arb£cies;54.13;pagat
171;BBVA;Compte;07/09/2023;7;septiembre;2023;asseguranáa;DP MP Mireia;20.38;pagat
172;BBVA;Compte;07/09/2023;7;septiembre;2023;asseguranáa;DP Morts Enric;13.47;pagat
173;BBVA;Compte;07/09/2023;7;septiembre;2023;asseguranáa;BBVA Asseg. Casa;35.4;pagat
174;BBVA;Compte;15/09/2023;15;septiembre;2023;despesa_general;Lowi;43.9;pagat
175;BBVA;Compte;28/09/2023;28;septiembre;2023;despesa_general;Hipoteca;472.91;pagat
176;BBVA;Compte;01/10/2023;1;octubre;2023;despesa_general;Endesa;17.5;pagat
177;BBVA;Compte;02/10/2023;2;octubre;2023;despesa_general;Ocaso;23.98;pagat
178;BBVA;Compte;04/10/2023;4;octubre;2023;despesa_general;Piscina;56.0;pagat
179;LaCaixa;Compte;05/10/2023;5;octubre;2023;despesa_general;Ajunt. Arb£cies;21.76;pagat
180;BBVA;Compte;05/10/2023;5;octubre;2023;despesa_general;PJ Isabel;200.0;pagat
181;BBVA;Compte;07/10/2023;7;octubre;2023;asseguranáa;DP MP Mireia;20.38;pagat
182;BBVA;Compte;07/10/2023;7;octubre;2023;asseguranáa;DP Morts Enric;13.47;pagat
183;BBVA;Compte;07/10/2023;7;octubre;2023;asseguranáa;BBVA Asseg. Casa;35.4;pagat
184;Efectiu;;09/10/2023;9;octubre;2023;varis;Curs;50.0;pagat
185;BBVA;Däbit;15/10/2023;15;octubre;2023;mant_netej;Reparacions cotxe;89.94;pagat
186;BBVA;Compte;17/10/2023;17;octubre;2023;despesa_general;Lowi;44.59;pagat
187;T.CorteInglÇs;;18/10/2023;18;octubre;2023;menjar;El Corte InglÇs;52.24;pagat
188;BBVA;Compte;28/10/2023;28;octubre;2023;despesa_general;Hipoteca;472.91;pagat
189;BBVA;Compte;30/10/2023;30;octubre;2023;proveidor;Hofmann;6.21;pagat
190;BBVA;Compte;01/11/2023;1;noviembre;2023;despesa_general;Endesa;17.61;pagat
191;BBVA;Compte;02/11/2023;2;noviembre;2023;despesa_general;Ocaso;23.98;pagat
192;BBVA;Compte;04/11/2023;4;noviembre;2023;despesa_general;Piscina;56.0;pagat
193;LaCaixa;Compte;05/11/2023;5;noviembre;2023;despesa_general;Ajunt. Arb£cies;21.77;pagat
194;BBVA;Compte;05/11/2023;5;noviembre;2023;despesa_general;PJ Isabel;200.0;pagat
195;BBVA;Compte;07/11/2023;7;noviembre;2023;asseguranáa;DP MP Mireia;20.38;pagat
196;BBVA;Compte;07/11/2023;7;noviembre;2023;asseguranáa;DP Morts Enric;13.47;pagat
197;BBVA;Compte;07/11/2023;7;noviembre;2023;asseguranáa;BBVA Asseg. Casa;35.34;pagat
198;Efectiu;;10/11/2023;10;noviembre;2023;proveidor;Exaprint;225.0;pagat
199;BBVA;Compte;12/11/2023;12;noviembre;2023;despesa_general;Aigua;55.24;pagat
200;BBVA;Compte;17/11/2023;17;noviembre;2023;despesa_general;Lowi;43.8;pagat
201;BBVA;Compte;28/11/2023;28;noviembre;2023;despesa_general;Hipoteca;472.91;pagat
202;BBVA;Compte;01/12/2023;1;diciembre;2023;despesa_general;Endesa;14.53;pagat
203;BBVA;Compte;02/12/2023;2;diciembre;2023;despesa_general;Ocaso;23.98;pagat
204;BBVA;Compte;04/12/2023;4;diciembre;2023;despesa_general;Piscina;56.0;pagat
205;LaCaixa;Compte;05/12/2023;5;diciembre;2023;despesa_general;Ajunt. Arb£cies;21.76;pagat
206;BBVA;Compte;05/12/2023;5;diciembre;2023;despesa_general;PJ Isabel;200.0;pagat
207;BBVA;Compte;07/12/2023;7;diciembre;2023;asseguranáa;DP MP Mireia;20.38;pagat
208;BBVA;Compte;07/12/2023;7;diciembre;2023;asseguranáa;DP Morts Enric;13.47;pagat
209;BBVA;Compte;07/12/2023;7;diciembre;2023;asseguranáa;BBVA Asseg. Casa;38.4;pagat
210;Efectiu;;14/12/2023;14;diciembre;2023;proveidor;Prolab;60.0;pagat
211;BBVA;Compte;17/12/2023;17;diciembre;2023;despesa_general;Lowi;44.23;pagat
212;BBVA;Compte;28/12/2023;28;diciembre;2023;despesa_general;Hipoteca;489.43;pagat
213;BBVA;Compte;01/01/2024;1;enero;2024;despesa_general;Endesa;20.92;pagat
214;BBVA;Compte;02/01/2024;2;enero;2024;despesa_general;Ocaso;26.2;pagat
215;T.CorteInglÇs;;02/01/2024;2;enero;2024;menjar;El Corte InglÇs;0.0;pagat
216;BBVA;Compte;04/01/2024;4;enero;2024;despesa_general;Piscina;61.6;pagat
217;LaCaixa;Compte;05/01/2024;5;enero;2024;despesa_general;Ajunt. Arb£cies;60.53;pagat
218;BBVA;Compte;05/01/2024;5;enero;2024;despesa_general;PJ Isabel;200.0;pagat
219;BBVA;Compte;07/01/2024;7;enero;2024;asseguranáa;DP MP Mireia;20.38;pagat
220;BBVA;Compte;07/01/2024;7;enero;2024;asseguranáa;DP Morts Enric;13.47;pagat
221;BBVA;Compte;07/01/2024;7;enero;2024;asseguranáa;BBVA Asseg. Casa;38.4;pagat
222;BBVA;Compte;19/01/2024;19;enero;2024;despesa_general;Lowi;44.49;pagat
223;BBVA;Compte;31/01/2024;31;enero;2024;despesa_general;Hipoteca;489.43;pagat
224;BBVA;Compte;31/01/2024;31;enero;2024;proveidor;Hofmann;4.22;pagat
225;BBVA;Compte;01/02/2024;1;febrero;2024;despesa_general;Endesa;62.33;pagat
226;BBVA;Compte;02/02/2024;2;febrero;2024;despesa_general;Ocaso;25.75;pagat
227;BBVA;Compte;04/02/2024;4;febrero;2024;despesa_general;Piscina;61.6;pagat
228;LaCaixa;Compte;05/02/2024;5;febrero;2024;despesa_general;Ajunt. Arb£cies;60.53;pagat
229;BBVA;Compte;05/02/2024;5;febrero;2024;despesa_general;PJ Isabel;200.0;pagat
230;BBVA;Compte;06/02/2024;6;febrero;2024;despesa_general;Aigua;60.04;pagat
231;BBVA;Compte;07/02/2024;7;febrero;2024;asseguranáa;DP MP Mireia;20.38;pagat
232;BBVA;Compte;07/02/2024;7;febrero;2024;asseguranáa;DP Morts Enric;14.92;pagat
233;BBVA;Compte;07/02/2024;7;febrero;2024;asseguranáa;BBVA Asseg. Casa;38.4;pagat
234;BBVA;Compte;19/02/2024;19;febrero;2024;despesa_general;Lowi;43.8;pagat
235;BBVA;Compte;28/02/2024;28;febrero;2024;despesa_general;Hipoteca;489.43;pagat
236;BBVA;Compte;28/02/2024;28;febrero;2024;proveidor;Hofmann;5.14;pagat
237;BBVA;Compte;01/03/2024;1;marzo;2024;despesa_general;Endesa;61.38;pagat
238;BBVA;Compte;02/03/2024;2;marzo;2024;despesa_general;Ocaso;25.75;pagat
239;BBVA;Compte;04/03/2024;4;marzo;2024;despesa_general;Piscina;61.6;pagat
240;LaCaixa;Compte;05/03/2024;5;marzo;2024;despesa_general;Ajunt. Arb£cies;60.53;pagat
241;BBVA;Compte;05/03/2024;5;marzo;2024;despesa_general;PJ Isabel;200.0;pagat
242;BBVA;Compte;07/03/2024;7;marzo;2024;asseguranáa;DP MP Mireia;20.38;pagat
243;BBVA;Compte;07/03/2024;7;marzo;2024;asseguranáa;DP Morts Enric;14.63;pagat
244;BBVA;Compte;07/03/2024;7;marzo;2024;asseguranáa;BBVA Asseg. Casa;38.4;pagat
245;BBVA;Compte;19/03/2024;19;marzo;2024;despesa_general;Lowi;44.0;pagat
246;BBVA;Compte;28/03/2024;28;marzo;2024;despesa_general;Hipoteca;489.43;pagat
247;BBVA;Compte;01/04/2024;1;abril;2024;despesa_general;Endesa;31.56;pagat
248;BBVA;Compte;02/04/2024;2;abril;2024;despesa_general;Ocaso;25.75;pagat
249;BBVA;Compte;04/04/2024;4;abril;2024;despesa_general;Piscina;61.6;pagat
250;LaCaixa;Compte;05/04/2024;5;abril;2024;despesa_general;Ajunt. Arb£cies;60.53;pagat
251;BBVA;Compte;05/04/2024;5;abril;2024;despesa_general;PJ Isabel;200.0;pagat
252;BBVA;Compte;07/04/2024;7;abril;2024;asseguranáa;DP MP Mireia;21.76;pagat
253;BBVA;Compte;07/04/2024;7;abril;2024;asseguranáa;DP Morts Enric;14.63;pagat
254;BBVA;Compte;07/04/2024;7;abril;2024;asseguranáa;BBVA Asseg. Casa;38.4;pagat
255;BBVA;Compte;07/04/2024;7;abril;2024;varis;Impost de circulaci¢;66.45;pagat
256;BBVA;Compte;17/04/2024;17;abril;2024;despesa_general;Lowi;43.8;pagat
257;BBVA;Compte;27/04/2024;27;abril;2024;varis;Jubilats Isa;12.0;pagat
258;BBVA;Compte;27/04/2024;27;abril;2024;varis;Jubilats Enric;12.0;pagat
259;BBVA;Compte;28/04/2024;28;abril;2024;despesa_general;Hipoteca;489.43;pagat
260;BBVA;Compte;01/05/2024;1;mayo;2024;despesa_general;Endesa;21.21;pagat
261;BBVA;Compte;02/05/2024;2;mayo;2024;despesa_general;Ocaso;25.75;pagat
262;BBVA;Compte;04/05/2024;4;mayo;2024;despesa_general;Piscina;61.6;pagat
263;LaCaixa;Compte;05/05/2024;5;mayo;2024;despesa_general;Ajunt. Arb£cies;60.53;pagat
264;BBVA;Compte;05/05/2024;5;mayo;2024;despesa_general;PJ Isabel;200.0;pagat
265;BBVA;Compte;07/05/2024;7;mayo;2024;asseguranáa;DP MP Mireia;20.98;pagat
266;BBVA;Compte;07/05/2024;7;mayo;2024;asseguranáa;DP Morts Enric;14.63;pagat
267;BBVA;Compte;07/05/2024;7;mayo;2024;asseguranáa;BBVA Asseg. Casa;38.4;pagat
268;Efectiu;;11/05/2024;11;mayo;2023;proveidor;Prolab;0.0;pagat
269;BBVA;Compte;12/05/2024;12;mayo;2024;despesa_general;Aigua;52.82;pagat
270;BBVA;Compte;17/05/2024;17;mayo;2024;despesa_general;Lowi;43.97;pagat
271;LaCaixa;Compte;27/05/2024;27;mayo;2024;proveidor;Ssangyong;18000.0;pagat
272;BBVA;Compte;27/05/2024;27;mayo;2024;proveidor;Ssangyong;0.0;pagat
273;BBVA;Compte;28/05/2024;28;mayo;2024;despesa_general;Hipoteca;489.43;pagat
274;BBVA;Compte;31/05/2024;31;mayo;2024;despesa_general;Crädit Cotxe;19.54;pagat
275;BBVA;Compte;01/06/2024;1;junio;2024;despesa_general;Endesa;21.21;pagat
276;Efectiu;;01/06/2024;1;junio;2024;varis;Fianáa Parking;70.0;pagat
277;Efectiu;;01/06/2024;1;junio;2024;despesa_general;Lloguer Parking;55.0;pagat
278;BBVA;Compte;02/06/2024;2;junio;2024;despesa_general;Ocaso;25.75;pagat
279;BBVA;Däbit;03/06/2024;3;junio;2024;asseguranáa;Asseguranáa Cotxe;432.85;pagat
280;BBVA;Compte;04/06/2024;4;junio;2024;despesa_general;Piscina;61.6;pagat
281;LaCaixa;Compte;05/06/2024;5;junio;2024;despesa_general;Ajunt. Arb£cies;60.53;pagat
282;BBVA;Compte;05/06/2024;5;junio;2024;despesa_general;PJ Isabel;200.0;pagat
283;BBVA;Compte;07/06/2024;7;junio;2024;asseguranáa;DP MP Mireia;20.98;pagat
284;BBVA;Compte;07/06/2024;7;junio;2024;asseguranáa;DP Morts Enric;14.63;pagat
285;BBVA;Compte;07/06/2024;7;junio;2024;asseguranáa;BBVA Asseg. Casa;38.4;pagat
286;BBVA;Compte;16/06/2024;16;junio;2024;despesa_general;Lowi;43.8;pagat
287;BBVA;Compte;28/06/2024;28;junio;2024;despesa_general;Hipoteca;489.43;pagat
288;BBVA;Compte;28/06/2024;28;junio;2024;despesa_general;Crädit Cotxe;337.14;pagat
289;BBVA;Compte;30/06/2024;30;junio;2024;menjar;El Corte InglÇs;107.75;pagat
290;BBVA;Compte;01/07/2024;1;julio;2024;despesa_general;Endesa;13.75;pagat
291;Efectiu;;01/07/2024;1;julio;2024;despesa_general;Lloguer Parking;55.0;pagat
292;BBVA;Compte;02/07/2024;2;julio;2024;despesa_general;Ocaso;25.75;pagat
293;BBVA;Compte;04/07/2024;4;julio;2024;despesa_general;Piscina;61.6;pagat
294;LaCaixa;Compte;05/07/2024;5;julio;2024;despesa_general;Ajunt. Arb£cies;60.53;pagat
295;BBVA;Compte;05/07/2024;5;julio;2024;despesa_general;PJ Isabel;200.0;pagat
296;BBVA;Compte;07/07/2024;7;julio;2024;asseguranáa;DP MP Mireia;20.98;pagat
297;BBVA;Compte;07/07/2024;7;julio;2024;asseguranáa;DP Morts Enric;14.63;pagat
298;BBVA;Compte;07/07/2024;7;julio;2024;asseguranáa;BBVA Asseg. Casa;38.4;pagat
299;BBVA;Compte;17/07/2024;17;julio;2024;despesa_general;Lowi;43.8;pagat
300;BBVA;Compte;28/07/2024;28;julio;2024;despesa_general;Hipoteca;489.43;pagat
301;BBVA;Compte;28/07/2024;28;julio;2024;despesa_general;Crädit Cotxe;337.14;pagat
302;BBVA;Compte;01/08/2024;1;agosto;2024;despesa_general;Endesa;30.16;pagat
303;Efectiu;;01/08/2024;1;agosto;2024;despesa_general;Lloguer Parking;55.0;pagat
304;BBVA;Compte;02/08/2024;2;agosto;2024;despesa_general;Ocaso;25.75;pagat
305;BBVA;Compte;04/08/2024;4;agosto;2024;despesa_general;Piscina;61.6;pagat
306;LaCaixa;Compte;05/08/2024;5;agosto;2024;despesa_general;Ajunt. Arb£cies;60.53;pagat
307;BBVA;Compte;05/08/2024;5;agosto;2024;despesa_general;PJ Isabel;200.0;pagat
308;BBVA;Compte;07/08/2024;7;agosto;2024;asseguranáa;DP MP Mireia;20.98;pagat
309;BBVA;Compte;07/08/2024;7;agosto;2024;asseguranáa;DP Morts Enric;14.63;pagat
310;BBVA;Compte;07/08/2024;7;agosto;2024;asseguranáa;BBVA Asseg. Casa;38.4;pagat
311;BBVA;Compte;12/08/2024;12;agosto;2024;despesa_general;Aigua;50.42;pagat
312;BBVA;Compte;17/08/2024;17;agosto;2024;despesa_general;Lowi;43.8;pagat
313;BBVA;Compte;28/08/2024;28;agosto;2024;despesa_general;Hipoteca;489.43;pagat
314;BBVA;Compte;28/08/2024;28;agosto;2024;despesa_general;Crädit Cotxe;337.14;pagat
315;BBVA;Compte;01/09/2024;1;septiembre;2024;despesa_general;Endesa;13.73;pagat
316;Efectiu;;01/09/2024;1;septiembre;2024;despesa_general;Lloguer Parking;55.0;pagat
317;BBVA;Compte;02/09/2024;2;septiembre;2024;despesa_general;Ocaso;25.75;pagat
318;BBVA;Compte;04/09/2024;4;septiembre;2024;despesa_general;Piscina;61.6;pagat
319;LaCaixa;Compte;05/09/2024;5;septiembre;2024;despesa_general;Ajunt. Arb£cies;60.53;pagat
320;BBVA;Compte;05/09/2024;5;septiembre;2024;despesa_general;PJ Isabel;200.0;pagat
321;BBVA;Compte;07/09/2024;7;septiembre;2024;asseguranáa;DP MP Mireia;20.98;pagat
322;BBVA;Compte;07/09/2024;7;septiembre;2024;asseguranáa;DP Morts Enric;14.63;pagat
323;BBVA;Compte;07/09/2024;7;septiembre;2024;asseguranáa;BBVA Asseg. Casa;38.4;pagat
324;BBVA;Compte;17/09/2024;17;septiembre;2024;despesa_general;Lowi;43.8;pagat
325;BBVA;Compte;28/09/2024;28;septiembre;2024;despesa_general;Hipoteca;489.43;pagat
326;BBVA;Compte;28/09/2024;28;septiembre;2024;despesa_general;Crädit Cotxe;337.14;pagat
327;BBVA;Compte;30/09/2024;30;septiembre;2024;menjar;El Corte InglÇs;88.71;pagat
328;BBVA;Compte;01/10/2024;1;octubre;2024;despesa_general;Endesa;16.1;pagat
329;Efectiu;;01/10/2024;1;octubre;2024;despesa_general;Lloguer Parking;55.0;pagat
330;BBVA;Compte;02/10/2024;2;octubre;2024;despesa_general;Ocaso;25.75;pagat
331;BBVA;Compte;04/10/2024;4;octubre;2024;despesa_general;Piscina;61.6;pagat
332;LaCaixa;Compte;05/10/2024;5;octubre;2024;despesa_general;Ajunt. Arb£cies;24.45;pagat
333;BBVA;Compte;05/10/2024;5;octubre;2024;despesa_general;PJ Isabel;210.0;pagat
334;BBVA;Compte;07/10/2024;7;octubre;2024;asseguranáa;DP MP Mireia;20.98;pagat
335;BBVA;Compte;07/10/2024;7;octubre;2024;asseguranáa;DP Morts Enric;14.63;pagat
336;BBVA;Compte;07/10/2024;7;octubre;2024;asseguranáa;BBVA Asseg. Casa;38.4;pagat
337;BBVA;Compte;17/10/2024;17;octubre;2024;despesa_general;Lowi;39.05;pagat
338;BBVA;Compte;28/10/2024;28;octubre;2024;despesa_general;Hipoteca;489.43;pagat
339;BBVA;Compte;28/10/2024;28;octubre;2024;despesa_general;Crädit Cotxe;337.14;pagat
340;BBVA;Compte;01/11/2024;1;noviembre;2024;despesa_general;Endesa;17.55;pagat
341;Efectiu;;01/11/2024;1;noviembre;2024;despesa_general;Lloguer Parking;55.0;pagat
342;BBVA;Compte;02/11/2024;2;noviembre;2024;despesa_general;Ocaso;25.75;pagat
343;BBVA;Compte;04/11/2024;4;noviembre;2024;despesa_general;Piscina;61.6;pagat
344;LaCaixa;Compte;05/11/2024;5;noviembre;2024;despesa_general;Ajunt. Arb£cies;24.45;pagat
345;BBVA;Compte;05/11/2024;5;noviembre;2024;despesa_general;PJ Isabel;210.0;pagat
346;BBVA;Compte;07/11/2024;7;noviembre;2024;asseguranáa;DP MP Mireia;20.98;pagat
347;BBVA;Compte;07/11/2024;7;noviembre;2024;asseguranáa;DP Morts Enric;14.63;pagat
348;BBVA;Compte;07/11/2024;7;noviembre;2024;asseguranáa;BBVA Asseg. Casa;38.45;pagat
349;BBVA;VISA;11/11/2024;11;noviembre;2024;proveidor;Exaprint;178.79;pagat
350;BBVA;Compte;12/11/2024;12;noviembre;2024;despesa_general;Aigua;50.42;pagat
351;BBVA;Compte;17/11/2024;17;noviembre;2024;despesa_general;Lowi;38.85;pagat
352;Efectiu;;25/11/2024;30;noviembre;2024;proveidor;Prolab;52.0;pagat
353;BBVA;Compte;28/11/2024;28;noviembre;2024;despesa_general;Hipoteca;489.43;pagat
354;BBVA;Compte;28/11/2024;28;noviembre;2024;despesa_general;Crädit Cotxe;337.14;pagat
355;BBVA;Compte;30/11/2024;30;noviembre;2024;op_banc;Amortitzaci¢;0.0;pagat
356;BBVA;Compte;01/12/2024;1;diciembre;2024;despesa_general;Endesa;58.95;pagat
357;Efectiu;;01/12/2024;1;diciembre;2024;despesa_general;Lloguer Parking;55.0;pagat
358;BBVA;Compte;02/12/2024;2;diciembre;2024;despesa_general;Ocaso;25.75;pagat
359;BBVA;Compte;04/12/2024;4;diciembre;2024;despesa_general;Piscina;61.6;pagat
360;LaCaixa;Compte;05/12/2024;5;diciembre;2024;despesa_general;Ajunt. Arb£cies;24.44;pagat
361;BBVA;Compte;05/12/2024;5;diciembre;2024;despesa_general;PJ Isabel;210.0;pagat
362;BBVA;Compte;07/12/2024;7;diciembre;2024;asseguranáa;DP MP Mireia;20.98;pagat
363;BBVA;Compte;07/12/2024;7;diciembre;2024;asseguranáa;DP Morts Enric;14.63;pagat
364;BBVA;Compte;07/12/2024;7;diciembre;2024;asseguranáa;BBVA Asseg. Casa;40.52;pagat
365;BBVA;Compte;17/12/2024;17;diciembre;2024;despesa_general;Lowi;39.19;pagat
366;BBVA;Compte;28/12/2024;28;diciembre;2024;despesa_general;Hipoteca;489.43;pagat
367;BBVA;Compte;28/12/2024;28;diciembre;2024;despesa_general;Crädit Cotxe;337.14;pagat
368;Efectiu;;01/01/2025;1;enero;2025;despesa_general;Lloguer Parking;55.0;pagat
369;BBVA;Compte;01/01/2025;1;enero;2025;despesa_general;Endesa;58.95;pagat
370;BBVA;Compte;02/01/2025;2;enero;2025;despesa_general;Ocaso;28.03;pagat
371;BBVA;Compte;04/01/2025;4;enero;2025;despesa_general;Piscina;61.6;pagat
372;LaCaixa;Compte;05/01/2025;5;enero;2025;despesa_general;Ajunt. Arb£cies;68.46;pagat
373;BBVA;Compte;05/01/2025;5;enero;2025;despesa_general;PJ Isabel;210.0;pagat
374;BBVA;Compte;07/01/2025;7;enero;2025;asseguranáa;DP MP Mireia;20.98;pagat
375;BBVA;Compte;07/01/2025;7;enero;2025;asseguranáa;DP Morts Enric;14.63;pagat
376;BBVA;Compte;07/01/2025;7;enero;2025;asseguranáa;BBVA Asseg. Casa;40.52;pagat
377;BBVA;Compte;19/01/2025;19;enero;2025;despesa_general;Lowi;38.85;pagat
378;BBVA;Compte;28/01/2025;28;enero;2025;despesa_general;Crädit Cotxe;337.14;pagat
379;BBVA;Compte;31/01/2025;31;enero;2025;despesa_general;Hipoteca;489.43;pagat
380;Efectiu;;01/02/2025;1;febrero;2025;despesa_general;Lloguer Parking;55.0;pagat
381;BBVA;Compte;01/02/2025;1;febrero;2025;despesa_general;Endesa;85.62;pagat
382;BBVA;Compte;02/02/2025;2;febrero;2025;despesa_general;Ocaso;27.54;pagat
383;BBVA;Compte;04/02/2025;4;febrero;2025;despesa_general;Piscina;61.6;pagat
384;LaCaixa;Compte;05/02/2025;5;febrero;2025;despesa_general;Ajunt. Arb£cies;68.46;pagat
385;BBVA;Compte;05/02/2025;5;febrero;2025;despesa_general;PJ Isabel;210.0;pagat
386;BBVA;Compte;06/02/2025;6;febrero;2025;despesa_general;Aigua;52.21;pagat
387;BBVA;Compte;07/02/2025;7;febrero;2025;asseguranáa;DP MP Mireia;20.98;pagat
388;BBVA;Compte;07/02/2025;7;febrero;2025;asseguranáa;DP Morts Enric;16.34;pagat
389;BBVA;Compte;07/02/2025;7;febrero;2025;asseguranáa;BBVA Asseg. Casa;40.52;pagat
390;BBVA;Compte;11/02/2025;11;febrero;2025;despesa_general;Crädit Cotxe;2000.0;pagat
391;BBVA;Compte;19/02/2025;19;febrero;2025;despesa_general;Lowi;38.95;pagat
392;BBVA;Compte;28/02/2025;28;febrero;2025;despesa_general;Crädit Cotxe;337.14;pagat
393;BBVA;Compte;28/02/2025;28;febrero;2025;despesa_general;Hipoteca;489.43;pagat
394;Efectiu;;01/03/2025;1;marzo;2025;despesa_general;Lloguer Parking;55.0;pagat
395;BBVA;Compte;01/03/2025;1;marzo;2025;despesa_general;Endesa;115.65;pagat
396;BBVA;Compte;02/03/2025;2;marzo;2025;despesa_general;Ocaso;27.54;pagat
397;BBVA;Compte;04/03/2025;4;marzo;2025;despesa_general;Piscina;61.6;pagat
398;LaCaixa;Compte;05/03/2025;5;marzo;2025;despesa_general;Ajunt. Arb£cies;68.46;pagat
399;BBVA;Compte;05/03/2025;5;marzo;2025;despesa_general;PJ Isabel;210.0;pagat
400;BBVA;Compte;07/03/2025;7;marzo;2025;asseguranáa;DP MP Mireia;20.98;pagat
401;BBVA;Compte;07/03/2025;7;marzo;2025;asseguranáa;DP Morts Enric;16.0;pagat
402;BBVA;Compte;07/03/2025;7;marzo;2025;asseguranáa;BBVA Asseg. Casa;40.52;pagat
403;BBVA;Compte;19/03/2025;19;marzo;2025;despesa_general;Lowi;38.95;pagat
404;BBVA;Compte;28/03/2025;28;marzo;2025;despesa_general;Crädit Cotxe;337.14;pagat
405;BBVA;Compte;28/03/2025;28;marzo;2025;despesa_general;Hipoteca;489.43;pagat
406;Efectiu;;01/04/2025;1;abril;2025;despesa_general;Lloguer Parking;55.0;pagat
407;BBVA;Compte;01/04/2025;1;abril;2025;despesa_general;Endesa;72.01;pagat
408;BBVA;Compte;02/04/2025;2;abril;2025;despesa_general;Ocaso;27.54;pagat
409;BBVA;Compte;04/04/2025;4;abril;2025;despesa_general;Piscina;66.52;pagat
410;LaCaixa;Compte;05/04/2025;5;abril;2025;despesa_general;Ajunt. Arb£cies;68.46;pagat
411;BBVA;Compte;05/04/2025;5;abril;2025;despesa_general;PJ Isabel;210.0;pagat
412;BBVA;Compte;07/04/2025;7;abril;2025;asseguranáa;DP MP Mireia;22.29;pagat
413;BBVA;Compte;07/04/2025;7;abril;2025;asseguranáa;DP Morts Enric;16.0;pagat
414;BBVA;Compte;07/04/2025;7;abril;2025;asseguranáa;BBVA Asseg. Casa;40.52;pagat
415;LaCaixa;Compte;11/04/2025;11;abril;2025;despesa_general;Ajunt. Arb£cies;-51.12;pagat
416;BBVA;Compte;17/04/2025;17;abril;2025;despesa_general;Lowi;38.85;pagat
417;BBVA;Compte;27/04/2025;27;abril;2025;varis;Jubilats Isa;12.0;pagat
