IdCompra;data;mes;any;super;familia;article;pes;quantitat;preuUnit;prom;totLinea;IdDespesa;descompte;rebost
1781;20/05/2024;mayo;2024;Dia;pa;Baguet;0;1;0,75;0,15;0,6;3531;;
1782;19/05/2024;mayo;2024;Pla‡a;verdura;Tot junt;0;1;7,9;0;7,9;3532;;
1783;22/05/2024;mayo;2024;AreaGuissona;lactics;Formatge tall;gorgonzola;1;1,59;0;1,59;3537;;
1784;22/05/2024;mayo;2024;AreaGuissona;verdura;Cocktel amanida;0;2;0,95;0;1,9;3537;;
1785;22/05/2024;mayo;2024;AreaGuissona;extres;Bolleria;0;1;0,5;0;0,5;3537;;
1786;22/05/2024;mayo;2024;AreaGuissona;pa;Hojaldre;0;1;1,1;0;1,1;3537;;
1787;22/05/2024;mayo;2024;AreaGuissona;oli;Olives negres;0;1;1,85;0;1,85;3537;;
1788;22/05/2024;mayo;2024;AreaGuissona;verdura;Pastanaga;0;1;0,72;0;0,72;3537;;
1789;22/05/2024;mayo;2024;AreaGuissona;begudes;Cocacola 0 ll.;0;1;0,66;0;0,66;3537;;
1790;22/05/2024;mayo;2024;AreaGuissona;fruita;Codonyat;0;1;1,89;0;1,89;3537;;
1791;22/05/2024;mayo;2024;AreaGuissona;verdura;Tom…quet p…;0;1;2,96;0;2,96;3537;;
1792;22/05/2024;mayo;2024;AreaGuissona;xocolata;Xocolata Llet;0;3;1,15;0;3,45;3537;;
1793;22/05/2024;mayo;2024;Novavenda;begudes;Camamilla;0;1;0,83;0;0,83;3538;;
1794;22/05/2024;mayo;2024;Novavenda;extres;Pipes Tijuana;0;2;1,53;0;3,06;3538;;
1795;22/05/2024;mayo;2024;Novavenda;pa;Hojaldre;0;1;1,99;0;1,99;3538;;
1796;22/05/2024;mayo;2024;Novavenda;extres;Patates bossa;0;1;0,99;0;0,99;3538;;
1797;22/05/2024;mayo;2024;Novavenda;extres;Bossa compra;0;1;0,08;0;0,08;3538;;
1798;25/05/2024;mayo;2024;Dia;lactics;Formatge tall;mozzarella;1;0,99;0;0,99;3547;;
1799;25/05/2024;mayo;2024;Dia;lactics;Formatge tall;edam;1;1,85;0,46;1,39;3547;;
1800;25/05/2024;mayo;2024;Dia;extres;Patates bossa;0;1;1,95;0;1,95;3547;;
1801;25/05/2024;mayo;2024;Dia;verdura;Alvocat;0;1;1,59;0,64;0,95;3547;;
1802;25/05/2024;mayo;2024;Dia;lactics;Iogurt n. Danone;0;1;1;0;1;3547;;
1803;25/05/2024;mayo;2024;Dia;verdura;Tom…quet Cherry;0;1;0,99;0;0,99;3547;;
1804;25/05/2024;mayo;2024;Dia;xocolata;Xocolata Llet;0;2;1,29;0,58;2;3547;;
1805;25/05/2024;mayo;2024;Dia;fruita;Pl…tan;1130;1;1,68;0;1,68;3547;;
1806;27/05/2024;mayo;2024;Pa i pastisseria;extres;Pastissos;0;1;7,25;0;7,25;3548;;
1807;27/05/2024;mayo;2024;Jordi Bayes;fruita;PrŠsec;0;1;4,9;0;4,9;3549;;
1808;27/05/2024;mayo;2024;Fruiteria Deepak;verdura;Tot junt;0;1;3,48;0;3,48;3550;;
1809;25/05/2024;mayo;2024;Novavenda;b…sics;Arr•s;0;1;1,45;0;1,45;3551;;
1810;25/05/2024;mayo;2024;Novavenda;extres;Pipes Tijuana;0;2;1,53;0;3,06;3551;;
1811;25/05/2024;mayo;2024;Novavenda;xocolata;Xocolata Negra;0;2;1,98;1,39;2,57;3551;;
1812;27/05/2024;mayo;2024;Altres menjar;begudes;Ratafia;0;1;19,5;0;19,5;3556;;
1813;27/05/2024;mayo;2024;AreaGuissona;lactics;Formatge tall;mozzarella;1;1,45;0;1,45;3557;;
1814;27/05/2024;mayo;2024;AreaGuissona;lactics;Formatge tall;blau;1;1,1;0;1,1;3557;;
1815;27/05/2024;mayo;2024;AreaGuissona;carn;Pit pollastre;0;1;1,28;0;1,28;3557;;
1816;27/05/2024;mayo;2024;AreaGuissona;verdura;Cocktel amanida;0;1;0,95;0;0,95;3557;;
1817;27/05/2024;mayo;2024;AreaGuissona;xocolata;Xocolata Llet;0;1;1,05;0;1,05;3557;;
1818;27/05/2024;mayo;2024;AreaGuissona;xocolata;Xocolata Llet;0;2;1,15;0;2,3;3557;;
1819;27/05/2024;mayo;2024;AreaGuissona;b…sics;Maionesa;0;1;1,5;0;1,5;3557;;
1820;28/05/2024;mayo;2024;Fruiteria Deepak;verdura;Tot junt;0;1;6,3;0;6,3;3558;;
1821;29/05/2024;mayo;2024;Dia;begudes;Cocacola 0 ll.;0;8;0,95;1,41;6,19;3565;;
1822;29/05/2024;mayo;2024;Dia;begudes;Cocacola 0 ll.;0;2;0,89;0;1,78;3565;;
1823;29/05/2024;mayo;2024;Dia;lactics;Llet 1,5l;1L;2;1,05;0,1;2;3565;;
1824;29/05/2024;mayo;2024;Dia;fruita;Pl…tan;840;1;0,93;0,14;0,79;3565;;
1825;29/05/2024;mayo;2024;AreaGuissona;xocolata;Xocolata Llet;0;1;1,05;0;1,05;3566;;
1826;29/05/2024;mayo;2024;AreaGuissona;xocolata;Xocolata Llet;0;2;1,15;0;2,3;3566;;
1827;29/05/2024;mayo;2024;AreaGuissona;verdura;Cocktel amanida;0;3;0,95;0;2,85;3566;;
1828;29/05/2024;mayo;2024;Fruiteria Deepak;verdura;Tot junt;0;1;3,48;0;3,48;3567;;
1829;29/05/2024;mayo;2024;Ous;b…sics;Ous;0;1;5;0;5;3568;;
1830;30/05/2024;mayo;2024;Dia;extres;Bolleria;0;1;1,8;0,2;1,6;3571;;
1831;30/05/2024;mayo;2024;Dia;pa;Baguet;0;2;0,75;0,66;0,84;3571;;
1832;30/05/2024;mayo;2024;Altres menjar;extres;Llaminadures;0;1;4;0;4;3572;;
1833;01/06/2024;junio;2024;Altres menjar;neteja;Blanquejador;0;1;3,99;0;3,99;3576;;
1834;01/06/2024;junio;2024;Altres menjar;neteja;Perfumador;0;1;1,49;0;1,49;3576;;
1835;01/06/2024;junio;2024;Altres menjar;neteja;Mascareta;0;1;1;0;1;3576;;
1836;02/06/2024;junio;2024;Altres menjar;verdura;Tot junt;0;1;21,49;0;21,49;3578;;
1837;03/06/2024;junio;2024;Dialprix;carn;Aletes pollastre;0;1;6,11;0;6,11;3581;;
1838;03/06/2024;junio;2024;Dialprix;carn;Pit pollastre;0;1;2,99;0;2,99;3581;;
1839;03/06/2024;junio;2024;Dialprix;carn;Butifarra negra;0;1;1,43;0;1,43;3581;;
1840;03/06/2024;junio;2024;Dialprix;carn;Xori‡;0;1;1,23;0;1,23;3581;;
1841;03/06/2024;junio;2024;Dialprix;oli;Olives verdes;0;1;0,5;0;0,5;3581;;
1842;03/06/2024;junio;2024;Dialprix;llaunes;Llenties;0;2;1,05;0;2,1;3581;;
1843;03/06/2024;junio;2024;Dialprix;begudes;Cocacola 0 ll.;0;6;0,89;0;5,34;3581;;
1844;03/06/2024;junio;2024;Dialprix;begudes;Taronjada;0;2;0,75;0;1,5;3581;;
1845;03/06/2024;junio;2024;Dialprix;pa;Barra 1/4;0;1;1,45;0;1,45;3581;;
1846;03/06/2024;junio;2024;Dialprix;b…sics;Maionesa;0;1;1,24;0;1,24;3581;;
1847;03/06/2024;junio;2024;Dialprix;llaunes;tonyina;0;1;2,89;0;2,89;3581;;
1848;03/06/2024;junio;2024;Dialprix;verdura;Patata;0;1;1,42;0;1,42;3581;;
1849;03/06/2024;junio;2024;Dialprix;verdura;Ceba;0;1;1,29;0;1,29;3581;;
1850;03/06/2024;junio;2024;Dialprix;neteja;Detergent;0;1;3,59;0;3,59;3581;;
1851;01/06/2024;junio;2024;Altres menjar;esmorzar;Galetes;0;1;0,9;0;0,9;3586;;
1852;01/06/2024;junio;2024;Altres menjar;begudes;Taronjada;0;1;0,7;0;0,7;3586;;
1853;01/06/2024;junio;2024;Altres menjar;extres;Llaminadures;0;1;4,85;0;4,85;3586;;
1854;01/06/2024;junio;2024;Altres menjar;esmorzar;Galetes;0;1;3,5;0;3,5;3586;;
1855;01/06/2024;junio;2024;Altres menjar;xocolata;Xocolata Llet;0;1;1,25;0;1,25;3586;;
1856;01/06/2024;junio;2024;Altres menjar;extres;Llaminadures;0;1;2,7;0;2,7;3586;;
1857;01/06/2024;junio;2024;Altres menjar;begudes;Aigua 0,50L;0;2;0,25;0;0,5;3586;;
1858;01/06/2024;junio;2024;Altres menjar;extres;Altres extres;0;1;4;0;4;3586;;
1859;06/06/2024;junio;2024;Dia;extres;Gelat;0;1;1,79;0;1,79;3598;;
1860;06/06/2024;junio;2024;Dia;verdura;Tom…quet Cherry;0;1;0,99;0;0,99;3598;;
1861;06/06/2024;junio;2024;Dia;lactics;Formatge Llesq.;0;1;1,99;0,4;1,59;3598;;
1862;06/06/2024;junio;2024;Dia;lactics;Iogurt n. Danone;0;2;1;0;2;3598;;
1863;06/06/2024;junio;2024;Dia;neteja;Tovallons;0;1;1,35;0;1,35;3598;;
1864;06/06/2024;junio;2024;Dia;pa;Baguet;0;1;0,51;0;0,51;3598;;
1865;06/06/2024;junio;2024;Dia;lactics;Formatge ratllat;0;1;1,69;0;1,69;3598;;
1866;06/06/2024;junio;2024;Dia;verdura;Canonges;0;1;0,83;0;0,83;3598;;
1867;06/06/2024;junio;2024;Dia;xocolata;Xocolata Llet;0;1;1,49;0;1,49;3598;;
1868;06/06/2024;junio;2024;Dia;pa;Panet Frankfurt;0;1;0,7;0,18;0,52;3598;;
1869;06/06/2024;junio;2024;Dia;carn;Foie Gras;0;2;1,39;0;2,78;3598;;
1870;06/06/2024;junio;2024;Dia;lactics;Llet 1,5l;0;1;1,69;0,1;1,59;3598;;
1871;06/06/2024;junio;2024;Dia;carn;Pit pollastre;0;1;1,75;0,35;1,4;3598;;
1872;06/06/2024;junio;2024;Dia;pa;Pa motlle;0;1;1,53;0;1,53;3598;;
1873;06/06/2024;junio;2024;Dia;fruita;Pl…tan;805;1;1,2;0;1,2;3598;;
1874;06/06/2024;junio;2024;Dia;extres;Bossa compra;0;1;0,17;0;0,17;3598;;
1875;07/06/2024;junio;2024;LIDL;verdura;Carbass¢;0;1;1,73;0;1,73;3600;;
1876;07/06/2024;junio;2024;LIDL;fruita;Taronja;4k;1;4,69;0;4,69;3600;;
1877;07/06/2024;junio;2024;LIDL;verdura;Xampiny¢;0;1;0,99;0;0,99;3600;;
1878;07/06/2024;junio;2024;LIDL;xocolata;Xocolata Llet;0;6;0,92;0;5,52;3600;;
1879;07/06/2024;junio;2024;LIDL;lactics;Nata liq.;0;1;1,39;0;1,39;3600;;
1880;07/06/2024;junio;2024;LIDL;llaunes;Blat de moro;0;1;1,69;0;1,69;3600;;
1881;07/06/2024;junio;2024;LIDL;b…sics;Arr•s;0;1;0,99;0;0,99;3600;;
1882;07/06/2024;junio;2024;LIDL;verdura;Pebrot;0;1;1,49;0;1,49;3600;;
1883;07/06/2024;junio;2024;LIDL;extres;Gelat;0;1;3,85;0;3,85;3600;;
1884;07/06/2024;junio;2024;LIDL;congelats;Pizza;0;3;3,89;0;11,67;3600;;
1885;07/06/2024;junio;2024;LIDL;lactics;Formatge tall;brie;1;1,55;0;1,55;3600;;
1886;07/06/2024;junio;2024;LIDL;neteja;Rentaplats;0;2;0,89;0;1,78;3600;;
1887;07/06/2024;junio;2024;LIDL;llaunes;Cirera;0;1;1,88;0;1,88;3600;;
1888;07/06/2024;junio;2024;LIDL;peix;Gamba;0;1;4,59;0;4,59;3600;;
1889;07/06/2024;junio;2024;LIDL;neteja;Lleixiu;0;1;0,75;0;0,75;3600;;
1890;07/06/2024;junio;2024;LIDL;extres;Gelat;0;1;2,29;0;2,29;3600;;
1891;07/06/2024;junio;2024;LIDL;lactics;Formatge tall;gorgonzolla;1;2,29;0;2,29;3600;;
1892;07/06/2024;junio;2024;LIDL;lactics;Formatge Llesq.;0;1;1,49;0;1,49;3600;;
1893;07/06/2024;junio;2024;LIDL;b…sics;Salsa;masala;1;0,99;0;0,99;3600;;
1894;07/06/2024;junio;2024;LIDL;neteja;Xamp£;0;1;1,19;0;1,19;3600;;
1895;07/06/2024;junio;2024;LIDL;llaunes;Sopa;0;2;0,99;0;1,98;3600;;
1896;07/06/2024;junio;2024;LIDL;lactics;Formatge ratllat;0;1;2,89;0;2,89;3600;;
1897;07/06/2024;junio;2024;LIDL;pa;Fajitas;0;1;0,79;0;0,79;3600;;
1898;07/06/2024;junio;2024;LIDL;carn;Llonganisa;0;1;1,69;0;1,69;3600;;
1899;07/06/2024;junio;2024;LIDL;carn;Llonganisa;0;1;1,39;0;1,39;3600;;
1900;07/06/2024;junio;2024;LIDL;carn;Llonganisa;0;1;1,99;0;1,99;3600;;
1901;07/06/2024;junio;2024;LIDL;esmorzar;Muesli 500gr.;0;1;2,39;0;2,39;3600;;
1902;07/06/2024;junio;2024;LIDL;verdura;Ceba;0;1;2,79;1;1,79;3600;;
1903;07/06/2024;junio;2024;LIDL;esmorzar;Crackers;0;2;0,95;0;1,9;3600;;
1904;07/06/2024;junio;2024;LIDL;extres;Patates bossa;0;1;1,49;0;1,49;3600;;
1905;07/06/2024;junio;2024;LIDL;neteja;Tovallons;0;1;0,95;0;0,95;3600;;
1906;07/06/2024;junio;2024;LIDL;llaunes;Sopa;Ramen;1;1,49;0;1,49;3600;;
1907;07/06/2024;junio;2024;LIDL;b…sics;Pasta;0;2;1,69;0;3,38;3600;;
1908;07/06/2024;junio;2024;LIDL;b…sics;Salsa;bbq;1;1,79;0;1,79;3600;;
1909;07/06/2024;junio;2024;LIDL;llaunes;Sopa;0;1;1,49;0;1,49;3600;;
1910;07/06/2024;junio;2024;LIDL;lactics;Formatge Llesq.;0;1;1,89;0;1,89;3600;;
1911;07/06/2024;junio;2024;LIDL;carn;Llonganisa;0;1;2,19;0;2,19;3600;;
1912;07/06/2024;junio;2024;LIDL;lactics;Formatge ratllat;0;2;1,89;0;3,78;3600;;
1913;07/06/2024;junio;2024;LIDL;b…sics;Pasta;0;1;1,39;0;1,39;3600;;
1914;07/06/2024;junio;2024;LIDL;b…sics;Pebre molinet;0;1;0,99;0;0,99;3600;;
1915;07/06/2024;junio;2024;LIDL;lactics;Crema formatge;0;1;0,99;0;0,99;3600;;
1916;07/06/2024;junio;2024;LIDL;b…sics;Salsa;0;1;1,99;0;1,99;3600;;
1917;07/06/2024;junio;2024;LIDL;neteja;Percarbonat;0;1;1,65;0;1,65;3600;;
1918;07/06/2024;junio;2024;LIDL;b…sics;Brou;0;1;2,99;0,9;2,09;3600;;
1919;07/06/2024;junio;2024;LIDL;carn;Pit pollastre;0;1;3,99;0;3,99;3600;;
1920;07/06/2024;junio;2024;LIDL;begudes;Suc;0;1;0,79;0;0,79;3600;;
1921;07/06/2024;junio;2024;LIDL;lactics;Crema formatge;0;1;0,99;0;0,99;3600;;
1922;07/06/2024;junio;2024;LIDL;begudes;Suc;0;1;1,79;0;1,79;3600;;
1923;07/06/2024;junio;2024;LIDL;pa;Hojaldre;0;1;0,99;0;0,99;3600;;
1924;07/06/2024;junio;2024;LIDL;pa;Hojaldre;0;2;0,83;0;1,66;3600;;
1925;07/06/2024;junio;2024;LIDL;lactics;Formatge tall;0;1;2,99;0;2,99;3600;;
1926;07/06/2024;junio;2024;LIDL;lactics;Crema formatge;0;1;1,25;0;1,25;3600;;
1927;31/05/2024;mayo;2024;Dialprix;pa;Baguet;0;1;1,45;0;1,45;3609;;
1928;31/05/2024;mayo;2024;Dialprix;lactics;Iogurt n. Danone;0;2;1;0;2;3609;;
1929;31/05/2024;mayo;2024;Dialprix;begudes;Taronjada;0;1;0,75;0;0,75;3609;;
1930;31/05/2024;mayo;2024;Dialprix;peix;Cloisses;0;1;4,25;0;4,25;3609;;
1931;31/05/2024;mayo;2024;Dialprix;peix;SŠpia;0;1;2,85;0;2,85;3609;;
1932;31/05/2024;mayo;2024;Dialprix;neteja;Tovallons;0;1;1,49;0;1,49;3609;;
1933;31/05/2024;mayo;2024;Dialprix;lactics;Llet d'ametlla;0;1;1,34;0;1,34;3609;;
1934;31/05/2024;mayo;2024;Dialprix;congelats;Pizza;0;1;1,99;0;1,99;3609;;
1935;31/05/2024;mayo;2024;Dialprix;oli;Olives verdes;0;1;1,49;0;1,49;3609;;
1936;31/05/2024;mayo;2024;Dialprix;peix;Cloisses;0;1;4,85;0;4,85;3609;;
1937;31/05/2024;mayo;2024;Dialprix;fruita;Paraguayo;0;1;1,86;0;1,86;3609;;
1938;31/05/2024;mayo;2024;Dialprix;verdura;Amanida;0;1;0,99;0;0,99;3609;;
1939;03/06/2024;junio;2024;Dialprix;neteja;Paper Alumini;0;1;1,76;0;1,76;3611;;
1940;03/06/2024;junio;2024;Dialprix;extres;Altres extres;0;1;0,79;0;0,79;3611;;
1941;01/06/2024;junio;2024;Alcampo;extres;Bossa compra;0;1;0,12;0;0,12;3622;;
1942;01/06/2024;junio;2024;Alcampo;begudes;Nescaf‚ ;0;1;5,75;0;5,75;3622;;
1943;01/06/2024;junio;2024;Alcampo;verdura;Alvocat;0;1;1,49;0;1,49;3622;;
1944;01/06/2024;junio;2024;Alcampo;begudes;Dormir b‚;0;1;1,04;0;1,04;3622;;
1945;01/06/2024;junio;2024;Alcampo;carn;Foie Gras;0;1;3,69;0,55;3,14;3622;;
1946;01/06/2024;junio;2024;Alcampo;fruita;Paraguayo;0;1;1,49;0;1,49;3622;;
1947;01/06/2024;junio;2024;Alcampo;lactics;Llet 1,5l;0;1;1,58;0;1,58;3622;;
1948;01/06/2024;junio;2024;Alcampo;fruita;Pl…tan;0;1;0,75;0;0,75;3622;;
1949;10/06/2024;junio;2024;Dia;verdura;Patata;0;1;5,99;0;5,99;3632;;
1950;10/06/2024;junio;2024;Dia;pa;Baguet;0;1;0,48;0;0,48;3632;;
1951;10/06/2024;junio;2024;Dia;carn;Pit pollastre;0;1;1,82;0;1,82;3632;;
1952;10/06/2024;junio;2024;Dia;lactics;Llet 1,5l;0;6;1,69;1,55;8,59;3632;;
1953;10/06/2024;junio;2024;Dia;fruita;Pl…tan;810;1;1,21;0;1,21;3632;;
1954;12/06/2024;junio;2024;Novavenda;xocolata;Xocolata Llet;0;2;1,17;0;2,34;3635;;
1955;12/06/2024;junio;2024;Novavenda;extres;Patates bossa;0;1;0,99;0;0,99;3635;;
1956;12/06/2024;junio;2024;Novavenda;extres;Pipes Tijuana;0;2;1,53;0;3,06;3635;;
1957;12/06/2024;junio;2024;Novavenda;lactics;Iogurt n. Danone;0;1;1;0;1;3635;;
1958;12/06/2024;junio;2024;Novavenda;begudes;Nescaf‚ ;0;1;5,95;0;5,95;3635;;
1959;12/06/2024;junio;2024;Ous;b…sics;Ous;0;1;20;0;20;3636;;
1960;12/06/2024;junio;2024;Altres menjar;verdura;Mongeta tendre;Emili;1;4;0;4;3637;;
1961;13/06/2024;junio;2024;Peixeteria;peix;Tot junt;0;1;21,08;0;21,08;3639;;
1962;14/06/2024;junio;2024;LIDL;carn;Llonganisa;0;1;1,99;0;1,99;3644;;
1963;14/06/2024;junio;2024;LIDL;carn;Llonganisa;0;2;2,19;0;4,38;3644;;
1964;14/06/2024;junio;2024;LIDL;esmorzar;Muesli 500gr.;0;1;2,39;0;2,39;3644;;
1965;14/06/2024;junio;2024;LIDL;xocolata;Xocolata Llet;0;4;0,92;0;3,68;3644;;
1966;14/06/2024;junio;2024;LIDL;neteja;Abrillantador;0;1;1,55;0;1,55;3644;;
1967;14/06/2024;junio;2024;AreaGuissona;carn;Pollastre sencer;0;1;5,41;0;5,41;3646;;
1968;14/06/2024;junio;2024;AreaGuissona;carn;Bacon;0;1;1,3;0;1,3;3646;;
1969;14/06/2024;junio;2024;AreaGuissona;carn;Bacon;0;1;0,94;0;0,94;3646;;
1970;14/06/2024;junio;2024;AreaGuissona;b…sics;Llevadura;0;1;0,69;0;0,69;3646;;
1971;14/06/2024;junio;2024;AreaGuissona;fruita;Codonyat;0;1;1,89;0;1,89;3646;;
1972;14/06/2024;junio;2024;AreaGuissona;llaunes;Llenties;0;1;0,85;0;0,85;3646;;
1973;14/06/2024;junio;2024;AreaGuissona;xocolata;Xocolata Llet;0;2;1,15;0;2,3;3646;;
1974;14/06/2024;junio;2024;AreaGuissona;fruita;Mel¢;0;1;3,43;0;3,43;3646;;
1975;14/06/2024;junio;2024;AreaGuissona;xocolata;Xocolata Llet;0;1;1,05;0;1,05;3646;;
1976;15/06/2024;junio;2024;BonPreu;neteja;Vinagre net.;0;1;0,9;0;0,9;3652;;
1977;15/06/2024;junio;2024;BonPreu;lactics;Llet 1,5l;0;2;1,41;0;2,82;3652;;
1978;15/06/2024;junio;2024;BonPreu;begudes;Suc;0;2;2,89;0;5,78;3652;;
1979;15/06/2024;junio;2024;BonPreu;oli;Girasol 1L.;0;1;1,39;0;1,39;3652;;
1980;15/06/2024;junio;2024;BonPreu;begudes;Suc;0;1;2,79;0;2,79;3652;;
1981;15/06/2024;junio;2024;BonPreu;b…sics;Sal;0;1;0,35;0;0,35;3652;;
1982;15/06/2024;junio;2024;BonPreu;lactics;Iogurt n. Danone;x8;1;1,99;0;1,99;3652;;
1983;15/06/2024;junio;2024;BonPreu;begudes;Suc;lot oferta;2;5,39;0;10,78;3652;5;
1984;15/06/2024;junio;2024;Fruiteria Deepak;verdura;Tot junt;0;1;8,02;0;8,02;3654;;
1985;17/06/2024;junio;2024;Dia;pa;Baguet;0;1;0,48;0;0,48;3659;;
1986;17/06/2024;junio;2024;Dia;esmorzar;Melmelada;0;1;1,55;0,39;1,16;3659;;
1987;17/06/2024;junio;2024;Dia;fruita;Orellanes;0;1;2,69;0;2,69;3659;;
1988;17/06/2024;junio;2024;Dia;verdura;Enciam;0;1;0,79;0;0,79;3659;;
1989;17/06/2024;junio;2024;Dia;extres;Patates bossa;0;1;1,95;0;1,95;3659;;
1990;17/06/2024;junio;2024;Dia;pa;Pa motlle;0;1;1,53;0;1,53;3659;;
1991;17/06/2024;junio;2024;Dia;fruita;Pl…tan;1090;1;1,21;0;1,21;3659;;
1992;19/06/2024;junio;2024;Dia;begudes;Aigua 0,50L;0;1;0,69;0;0,69;3661;;
1993;19/06/2024;junio;2024;Dia;extres;Bolleria;0;1;0,89;0;0,89;3661;;
1994;18/06/2024;junio;2024;Emili Walking;verdura;Mongeta tendre;0;1;4;0;4;3662;;
1995;21/06/2024;junio;2024;Dia;extres;Patates bossa;0;1;0,99;0;0,99;3670;;
1996;21/06/2024;junio;2024;Dia;lactics;Iogurt n. Danone;0;1;1;0;1;3670;;
1997;21/06/2024;junio;2024;Dia;extres;Pipes Tijuana;0;1;1,79;0;1,79;3670;;
1998;21/06/2024;junio;2024;Dia;neteja;Paper water;0;1;2,49;0;2,49;3670;;
1999;21/06/2024;junio;2024;Dia;fruita;Pl…tan;1445;1;2,15;0;2,15;3670;;
2000;21/06/2024;junio;2024;Dia;xocolata;Xocolata Llet;0;1;1,49;0;1,49;3670;;
2001;21/06/2024;junio;2024;Dia;pa;Pa motlle;0;1;1,53;0;1,53;3670;;
2002;24/06/2024;junio;2024;LIDL;begudes;Capsula CafŠ;0;1;3,39;0;3,39;3677;;
2003;24/06/2024;junio;2024;Dia;pa;Baguet;0;1;0,76;0;0,76;3679;;
2004;24/06/2024;junio;2024;Dia;pa;Barra integral;0;1;0,65;0;0,65;3679;;
2005;24/06/2024;junio;2024;Dia;lactics;Iogurt n. Danone;0;1;1;0;1;3679;;
2006;24/06/2024;junio;2024;Dia;verdura;Tom…quet Cherry;0;1;0,99;0;0,99;3679;;
2007;24/06/2024;junio;2024;Dia;extres;Gelat;0;1;1,79;0;1,79;3679;;
2008;24/06/2024;junio;2024;Dia;fruita;Pl…tan;740;1;1,1;0;1,1;3679;;
2009;24/06/2024;junio;2024;AreaGuissona;xocolata;Xocolata Llet;0;2;1,15;0;2,3;3680;;
2010;24/06/2024;junio;2024;AreaGuissona;extres;Patates bossa;0;1;0,69;0;0,69;3680;;
2011;24/06/2024;junio;2024;AreaGuissona;carn;Pollastre sencer;0;1;5,21;0;5,21;3680;;
2012;24/06/2024;junio;2024;AreaGuissona;extres;Patates bossa;0;1;1,45;0;1,45;3680;;
2013;24/06/2024;junio;2024;AreaGuissona;xocolata;Xocolata Llet;0;1;1,05;0;1,05;3680;;
2014;24/06/2024;junio;2024;Fruiteria Deepak;verdura;Tot junt;0;1;4,37;0;4,37;3681;;
2015;27/06/2024;junio;2024;Clarel;neteja;Oral B;0;2;3,69;1,85;5,53;3692;;
2016;27/06/2024;junio;2024;Clarel;neteja;Bicarbonat;0;1;1,79;0,1;1,69;3692;;
2017;27/06/2024;junio;2024;Mercadona;begudes;Camamilla;0;2;0,55;0;1,1;3694;;
2018;27/06/2024;junio;2024;Mercadona;pa;Fajitas;0;1;2,45;0;2,45;3694;;
2019;27/06/2024;junio;2024;Mercadona;b…sics;Farina;0;1;0,7;0;0,7;3694;;
2020;27/06/2024;junio;2024;Mercadona;begudes;Dormir b‚;0;3;1,05;0;3,15;3694;;
2021;27/06/2024;junio;2024;Mercadona;extres;gelatina;0;1;1,5;0;1,5;3694;;
2022;27/06/2024;junio;2024;Mercadona;extres;Patates bossa;0;1;1,8;0;1,8;3694;;
2023;27/06/2024;junio;2024;Mercadona;esmorzar;Melmelada;0;1;1,6;0;1,6;3694;;
2024;27/06/2024;junio;2024;Mercadona;lactics;Crema Llet avellana;0;1;2,4;0;2,4;3694;;
2025;27/06/2024;junio;2024;Mercadona;esmorzar;Galetes;0;1;1,05;0;1,05;3694;;
2026;27/06/2024;junio;2024;Mercadona;lactics;Formatge Llesq.;edam;1;2;0;2;3694;;
2027;27/06/2024;junio;2024;Mercadona;carn;Filet pollastre;0;1;2,6;0;2,6;3694;;
2028;27/06/2024;junio;2024;Mercadona;carn;Mortadela ;0;1;1,25;0;1,25;3694;;
2029;27/06/2024;junio;2024;Mercadona;carn;Xurrasco;0;1;5,11;0;5,11;3694;;
2030;27/06/2024;junio;2024;Mercadona;xocolata;Xocolata Llet;0;2;1,15;0;2,3;3694;;
2031;27/06/2024;junio;2024;Mercadona;carn;Foie Gras;0;2;1,55;0;3,1;3694;;
2032;27/06/2024;junio;2024;Mercadona;lactics;Crema formatge;0;1;1,15;0;1,15;3694;;
2033;27/06/2024;junio;2024;Mercadona;fruita;D…tils;0;1;3,1;0;3,1;3694;;
2034;27/06/2024;junio;2024;Mercadona;verdura;Esp…rrec;0;1;2,39;0;2,39;3694;;
2035;27/06/2024;junio;2024;Emili Walking;verdura;Mongeta tendre;0;1;6;0;6;3697;;
2036;27/06/2024;junio;2024;Fruiteria Deepak;verdura;Tot junt;0;1;7,01;0;7,01;3698;;
2037;28/06/2024;junio;2024;Novavenda;pa;Baguet;0;1;0,57;0;0,57;3703;;
2038;28/06/2024;junio;2024;Novavenda;xocolata;Xocolata Llet;0;2;1,17;0;2,34;3703;;
2039;28/06/2024;junio;2024;Novavenda;extres;Pipes Tijuana;0;1;1,53;0;1,53;3703;;
2040;28/06/2024;junio;2024;Novavenda;neteja;Mascareta;0;1;2,05;0;2,05;3703;;
2041;28/06/2024;junio;2024;Novavenda;lactics;Formatge tall;blau;1;1,39;0;1,39;3703;;
2042;28/06/2024;junio;2024;Novavenda;lactics;Llet 1,5l;x8;1;1,99;0;1,99;3703;;
2043;28/06/2024;junio;2024;Novavenda;pa;Barra integral;0;1;1;0;1;3703;;
2044;28/06/2024;junio;2024;Novavenda;llaunes;Cigrons;0;1;0,92;0;0,92;3703;;rebost
2045;28/06/2024;junio;2024;Novavenda;llaunes;Mongetes;0;1;0,92;0;0,92;3703;;rebost
2046;28/06/2024;junio;2024;Novavenda;llaunes;Llenties;0;2;0,92;0;1,84;3703;;rebost
2047;28/06/2024;junio;2024;Novavenda;llaunes;tonyina;0;6;1,95;0;11,7;3703;;rebost
